,2019q2,2018q4,2019q3,2019q1,2019q4
Revenues,1865000000.0,5840000000.0,,1910000000.0,
CostOfGoodsAndServicesSold,1348000000.0,3982000000.0,,5592000000.0,
GrossProfit,321000000.0,1593000000.0,,1884000000.0,
SellingExpense,21000000.0,22000000.0,,87000000.0,
GeneralAndAdministrativeExpense,89000000.0,75000000.0,,338000000.0,
ResearchAndDevelopmentExpense,2000000.0,12000000.0,,8000000.0,
OtherOperatingIncomeExpenseNet,-10000000.0,-2000000.0,,-53000000.0,
OperatingIncomeLoss,404000000.0,205000000.0,,205000000.0,
NonOperatingpensionandotherpostretirementbenefitcostscredits,-24000000.0,-17000000.0,,-62000000.0,
InterestAndOtherIncome,12000000.0,36000000.0,,65000000.0,
InterestExpense,93000000.0,98000000.0,,375000000.0,
IncomeLossBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,299000000.0,103000000.0,,,
IncomeTaxExpenseBenefit,30000000.0,-27000000.0,,89000000.0,
NetIncomeLoss,269000000.0,130000000.0,,-93000000.0,
EarningsPerShareBasicAndDiluted,0.35,0.17,,,
WeightedAverageNumberOfSharesOutstandingBasic,746603000.0,756531000.0,,718560000.0,
WeightedAverageNumberOfDilutedSharesOutstanding,759462000.0,756058000.0,,722401000.0,
RestructuringSettlementAndImpairmentProvisions,,2000000.0,,170000000.0,
Chargesrecoveriesforproductremediationnet,,190000000.0,,,
CommonStockDividendsPerShareCashPaid,,0.98,,,
LossContingencyLossInPeriod,,,,0.0,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,,,,58000000.0,
IncomeLossFromContinuingOperationsIncludingPortionAttributableToNoncontrollingInterest,,,,748000000.0,
IncomeLossFromDiscontinuedOperationsNetOfTaxAttributableToReportingEntity,,,,612000000.0,
PreferredStockDividendsIncomeStatementImpact,,,,22000000.0,
NetIncomeLossAvailableToCommonStockholdersBasic,,,,748000000.0,
IncomeLossFromContinuingOperationsPerBasicShare,,,,0.77,
DiscontinuedOperationIncomeLossFromDiscontinuedOperationNetOfTaxPerBasicShare,,,,0.0,
EarningsPerShareBasic,,,,1.4,
IncomeLossFromContinuingOperationsPerDilutedShare,,,,0.55,
DiscontinuedOperationIncomeLossFromDiscontinuedOperationNetOfTaxPerDilutedShare,,,,0.0,
EarningsPerShareDiluted,,,,1.39,
