,2019q2,2018q4,2019q3,2019q1,2019q4
RevenueFromContractWithCustomerExcludingAssessedTax,206908000.0,,,136023000.0,66143000.0
CostOfGoodsAndServicesSold,54051000.0,,,54476000.0,50133000.0
GrossProfit,17660000.0,18975000.0,,19657000.0,19935000.0
SellingGeneralAndAdministrativeExpense,14507000.0,57332000.0,,12577000.0,15007000.0
OperatingIncomeLoss,3294000.0,4215000.0,,5183000.0,4121000.0
InterestExpenseDebt,434000.0,888000.0,,293000.0,594000.0
InvestmentIncomeInterest,199000.0,49000.0,,119000.0,259000.0
OtherNonoperatingIncomeExpense,70000.0,613000.0,,22000.0,-17000.0
NonoperatingIncomeExpense,-487000.0,196000.0,,-488000.0,4136000.0
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,10376000.0,14545000.0,,3672000.0,14548000.0
IncomeTaxExpenseBenefit,6666000.0,6644000.0,,456000.0,6644000.0
ProfitLoss,5539000.0,3050000.0,,-1096000.0,8222000.0
NetIncomeLossAttributableToNoncontrollingInterest,0.0,-18000.0,,-5000.0,4000.0
NetIncomeLoss,5619000.0,906000.0,,-1096000.0,3536000.0
CashDividendsDeclaredAndTreasuryStockIssuances,4676000.0,1656000.0,,3340000.0,
TaxCutsAndJobsActReclassificationFromAOCIToRetainedEarnings,2264000.0,,,,
RetainedEarningsAccumulatedDeficit,162718000.0,154735000.0,,154735000.0,
EarningsPerShareDiluted,0.74,1.47,,-0.15,1.67
WeightedAverageNumberOfDilutedSharesOutstanding,7245000.0,7243000.0,,7139000.0,7222000.0
SalesRevenueGoodsNet,,262307000.0,,,
CostOfGoodsSold,,193998000.0,,,
ForeignCurrencyTransactionGainLossBeforeTax,,0.0,,,-243000.0
