,2019q2,2018q4,2019q3,2019q1,2019q4
CommonStockDividendsPerShareDeclared,0.11,0.33,0.22,0.44,0.33
CumulativeEffectOfNewAccountingPrincipleInPeriodOfAdoption,-1220000.0,,,-1220000.0,
NetIncomeLossIncludingPortionAttributableToNoncontrollingInterestExcludingRedeemableNoncontrollingInterest,-26462000.0,226956000.0,-31599000.0,-88156000.0,-31599000.0
NoncontrollingInterestInNetIncomeLossJointVenturePartnersRedeemable,19243000.0,36906000.0,36574000.0,163084000.0,28914000.0
NoncontrollingInterestInNetIncomeLossOperatingPartnershipsRedeemable,-4378000.0,1344000.0,-10106000.0,12324000.0,-53560000.0
OtherComprehensiveIncomeLossNetOfTax,-9071000.0,-45558000.0,-30078000.0,-68329000.0,-9071000.0
StockRepurchasedDuringPeriodValue,246441000.0,224612000.0,246441000.0,300177000.0,72588000.0
StockGrantedDuringPeriodValueSharebasedCompensation,12169000.0,111781000.0,12169000.0,13638000.0,9762000.0
MinorityInterestDecreaseFromRedemptions,0.0,4830000.0,0.0,2557000.0,0.0
AdjustmentsRelatedToTaxWithholdingForShareBasedCompensation,31752000.0,32050000.0,31752000.0,2862000.0,394000.0
NoncontrollingInterestDecreaseFromDeconsolidation,330980000.0,330980000.0,330980000.0,4000000.0,330980000.0
NoncontrollingInterestIncreaseFromSaleOfParentEquityInterest,305216000.0,1087717000.0,305216000.0,819033000.0,287090000.0
MinorityInterestDecreaseFromDistributionsToNoncontrollingInterestHolders,110827000.0,628143000.0,86063000.0,503054000.0,216271000.0
DividendsPreferredStockCash,27137000.0,105375000.0,27138000.0,115019000.0,27137000.0
DividendsCommonStockCash,55852000.0,436543000.0,53952000.0,583261000.0,55852000.0
AdjustmentstoAdditionalPaidinCapitalReallocationofEquity,0.0,-24609000.0,0.0,-24609000.0,0.0
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,11215441000.0,11457514000.0,12349392000.0,5416240000.0,12349392000.0
NewAccountingPronouncementOrChangeInAccountingPrincipleEffectOfAdoptionQuantification,,-1220000.0,,,
StockIssuedDuringPeriodValueAcquisitions,,6720454000.0,,6720454000.0,
NoncontrollingInterestIncreaseFromBusinessCombination,,513847000.0,,513847000.0,
ReclassificationOfContingentConsiderationOutOfLiability,,12539000.0,12539000.0,12539000.0,12539000.0
StockIssuedDuringPeriodValueContingentConsideration,,24609000.0,,24609000.0,
PaymentsToSettleCallSpreadOptions,,6900000.0,,6900000.0,
NoncontrollingInterestCostOfNewCapital,,9209000.0,,9209000.0,
StockRedeemedOrCalledDuringPeriodValue,,,200000000.0,19998000.0,200000000.0
ContributionOfPreferredStockToAnAffiliateAmount,,,,19998000.0,
AcquisitionOfNoncontrollingInterest,,,,3963000.0,
