,2019q2,2018q4,2019q3,2019q1,2019q4
RevenueFromContractWithCustomerExcludingAssessedTax,,,,1417536000.0,
CostOfGoodsAndServicesSold,,,,500888000.0,
GrossProfit,,,,844653000.0,
ResearchAndDevelopmentExpenseExcludingAcquiredInProcessCost,,,,149841000.0,
SellingAndMarketingExpense,,,,376321000.0,
GeneralAndAdministrativeIntegrationAndOther,,,,180573000.0,
AcquisitionRelatedIntangibleAmortization,,,,39032000.0,
OperatingExpenses,,,,745826000.0,
OperatingIncomeLoss,,,,266581000.0,
InvestmentIncomeInterest,,,,20851000.0,
InterestExpense,,,,67293000.0,
OtherNonoperatingIncomeExpense,,,,5598000.0,
NonoperatingIncomeExpense,,,,-41919000.0,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,,,,114375000.0,
IncomeTaxExpenseBenefit,,,,35357000.0,
ProfitLoss,,,,40394000.0,
NetIncomeLossAttributableToNoncontrollingInterest,,,,0.0,
NetIncomeLoss,,,,80404000.0,
EarningsPerShareBasic,,,,0.34,
EarningsPerShareDiluted,,,,0.34,
WeightedAverageNumberOfSharesOutstandingBasic,,,,234800000.0,
WeightedAverageNumberOfDilutedSharesOutstanding,,,,233009000.0,
