,2019q2,2018q4,2019q3,2019q1,2019q4
NetIncomeLoss,-5000000.0,-1865000.0,-5638000.0,-8932000.0,-8302000.0
OtherComprehensiveIncomeLossNetOfTaxPortionAttributableToParent,82000.0,-100000.0,82000.0,135000.0,301000.0
StockIssuedDuringPeriodSharesStockOptionsExercised,18427.0,11533.0,21409.0,14213.0,38920.0
StockIssuedDuringPeriodValueStockOptionsExercised,565000.0,326000.0,92000.0,410000.0,484000.0
StockIssuedDuringPeriodValueRestrictedStockAwardNetOfForfeitures,471000.0,2899000.0,692000.0,3186000.0,692000.0
CommonStockSharesOutstanding,14682398.0,12621781.0,14939462.0,12621781.0,14538202.0
StockholdersEquity,47495000.0,40685000.0,88082000.0,-54112000.0,47495000.0
StockIssuedDuringPeriodValueAcquisitions,,,10000000.0,,10000000.0
TemporaryEquityConversionofUnitsValue,,,,54997000.0,
TemporaryEquityAccretionToRedemptionValue,,,,4563000.0,
AdjustmentsToAdditionalPaidInCapitalIncreaseInCarryingAmountOfRedeemablePreferredStock,,,,5876000.0,
AdjustmentsRelatedToTaxWithholdingForShareBasedCompensation,,,,990000.0,
RedeemablePreferredStockLiquidationPreferencePayment,,,,0.0,
StockIssuedDuringPeriodValueNewIssues,,,,43424000.0,
