,2019q2,2018q4,2019q3,2019q1,2019q4
NetIncomeLoss,-5000000.0,-1537000.0,-2618000.0,-2692000.0,-2692000.0
DepreciationDepletionAndAmortization,681000.0,2177000.0,1912000.0,1902000.0,2177000.0
ShareBasedCompensation,2177000.0,2899000.0,2631000.0,3185000.0,1896000.0
IncreaseDecreaseInAccountsAndNotesReceivable,1235000.0,4077000.0,4152000.0,3801000.0,5126000.0
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,196000.0,214000.0,14000.0,11000.0,214000.0
IncreaseDecreaseInAccountsPayable,2373000.0,408000.0,1934000.0,1544000.0,408000.0
IncreaseDecreaseInAccruedLiabilities,-600000.0,798000.0,357000.0,1675000.0,11000.0
IncreaseDecreaseInOtherOperatingCapitalNet,-82000.0,15000.0,-139000.0,0.0,15000.0
NetCashProvidedByUsedInOperatingActivities,-3471000.0,-12855000.0,-11673000.0,-1119000.0,-10843000.0
PaymentsToAcquireIntangibleAssets,159000.0,1337000.0,180000.0,406000.0,170000.0
PaymentsToAcquirePropertyPlantAndEquipment,2771000.0,5311000.0,8514000.0,5253000.0,5311000.0
NetCashProvidedByUsedInInvestingActivities,-2930000.0,-5506000.0,-58657000.0,-6544000.0,-60393000.0
RepaymentsOfLongTermDebt,29000.0,84000.0,59000.0,102000.0,84000.0
ProceedsFromStockOptionsExercised,0.0,0.0,0.0,0.0,1141000.0
NetCashProvidedByUsedInFinancingActivities,-28000.0,9809000.0,-56000.0,39657000.0,242000.0
CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsPeriodIncreaseDecreaseIncludingExchangeRateEffect,-7991000.0,,-16076000.0,,-40183000.0
CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents,42582000.0,,26506000.0,,60691000.0
InterestPaidNet,303000.0,1856000.0,935000.0,2255000.0,2232000.0
TransferOfPropertyAndEquipmentToInventory,304000.0,1061000.0,594000.0,1225000.0,593000.0
ProceedsFromIssuanceOfLongTermDebt,,10139000.0,,0.0,
PaymentsOfStockIssuanceCosts,,0.0,,0.0,
CashAndCashEquivalentsPeriodIncreaseDecrease,,629000.0,,18109000.0,
CashAndCashEquivalentsAtCarryingValue,,2238000.0,,42582000.0,
TemporaryEquityAccretionToRedemptionValue,,0.0,,5876000.0,
NetCashProvidedByUsedInContinuingOperations,,,-11673000.0,,
CashProvidedByUsedInOperatingActivitiesDiscontinuedOperations,,,371000.0,,590000.0
PaymentsToAcquireBusinessesNetOfCashAcquired,,,49926000.0,,0.0
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,,-58610000.0,,
CashProvidedByUsedInInvestingActivitiesDiscontinuedOperations,,,0.0,,
ProceedsFromRelatedPartyDebt,,,0.0,,0.0
CashAndCashEquivalentsAtCarryingValueIncludingDiscontinuedOperations,,,60691000.0,,24463000.0
DisposalGroupIncludingDiscontinuedOperationCashAndCashEquivalents,,,360000.0,,
StockIssued1,,,10000000.0,,10000000.0
ResearchAndDevelopmentFeeObligationTermination,,,,889000.0,
IncreaseDecreaseinResearchAndDevelopmentFeeObligation,,,,0.0,
PaymentsToAcquireNotesReceivable,,,,502000.0,
RepaymentsOfRelatedPartyDebt,,,,0.0,
ProceedsFromIssuanceOfCommonStock,,,,43425000.0,
PaymentsOfDividends,,,,5965000.0,
PaymentsRelatedToTaxWithholdingForShareBasedCompensation,,,,0.0,
IncreaseDecreaseInInventories,,,,,5274000.0
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,,,,-11433000.0
CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsDisposalGroupIncludingDiscontinuedOperations,,,,,839000.0
