,2019q2,2018q4,2019q3,2019q1,2019q4
CommonStockDividendsPerShareCashPaid,,,,1.34,
NetIncomeLossAvailableToCommonStockholdersBasic,,,,120900000.0,
NetIncomeLoss,,,,467500000.0,
DividendsCommonStock,,,,312200000.0,
ProceedsFromIssuanceOfCommonStock,,,,26600000.0,
ProceedsFromContributionsFromParent,,,,60000000.0,
ProceedsFromMinorityShareholders,,,,11500000.0,
MinorityInterestDecreaseFromDistributionsToNoncontrollingInterestHolders,,,,2500000.0,
TransferOfInvestments,,,,0.0,
StockholdersEquityOther,,,,-6300000.0,
OtherComprehensiveIncomeLossNetOfTax,,,,0.0,
StockholdersEquity,,,,2149500000.0,
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,,,,2195300000.0,
