,2019q2,2018q4,2019q3,2019q1,2019q4
ProfitLoss,1029000.0,45184000.0,9728000.0,,1952000.0
IncomeLossFromDiscontinuedOperationsNetOfTax,1722000.0,-78000.0,122187000.0,11003000.0,-78000.0
DepreciationDepletionAndAmortization,2491000.0,6597000.0,4719000.0,5978000.0,6597000.0
IncomeLossFromEquityMethodInvestments,-264000.0,-36000.0,-536000.0,-88000.0,-36000.0
AllocatedShareBasedCompensationExpense,29000.0,33000.0,1111000.0,713000.0,808000.0
GainLossOnSaleOfInvestments,119000.0,0.0,0.0,,-290000.0
IncreaseDecreaseInAccountsReceivable,-202000.0,102000.0,33000.0,-51000.0,355000.0
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,508000.0,909000.0,660000.0,234000.0,922000.0
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,689000.0,-346000.0,910000.0,-745000.0,-545000.0
IncreaseDecreaseInIncomeTaxesPayableNetOfIncomeTaxesReceivable,585000.0,-2739000.0,-17352000.0,-6892000.0,-17335000.0
IncreaseDecreaseInOtherNoncurrentLiabilities,-4000.0,25000.0,-239000.0,-4000.0,2148000.0
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,3100000.0,4982000.0,3250000.0,6394000.0,16777000.0
CashProvidedByUsedInOperatingActivitiesDiscontinuedOperations,2661000.0,9650000.0,3765000.0,-43580000.0,-1756000.0
NetCashProvidedByUsedInOperatingActivities,5325000.0,15321000.0,8161000.0,21059000.0,10429000.0
PaymentsToAcquirePropertyPlantAndEquipment,198000.0,2492000.0,1419000.0,3296000.0,9360000.0
PaymentsToAcquireInterestInJointVenture,5676000.0,621000.0,6592000.0,693000.0,16226000.0
PaymentsToAcquireInvestments,4725000.0,0.0,33846000.0,446974000.0,36941000.0
ProceedsFromSaleOfAvailableForSaleSecuritiesDebt,22893000.0,0.0,79937000.0,279553000.0,89260000.0
IncreaseDecreaseInRestrictedCash,-17000.0,15000.0,19864000.0,162000.0,6532000.0
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,5790000.0,-238894000.0,-284318000.0,-1840000.0,28606000.0
CashProvidedByUsedInInvestingActivitiesDiscontinuedOperations,-1386000.0,340744000.0,11526000.0,336089000.0,11525000.0
NetCashProvidedByUsedInInvestingActivities,5813000.0,-10920000.0,51678000.0,90945000.0,40131000.0
PaymentsOfDividends,254000.0,765000.0,510000.0,,765000.0
RepaymentsOfLongTermDebt,0.0,1552000.0,0.0,1552000.0,0.0
PaymentsForRepurchaseOfCommonStock,0.0,74000.0,0.0,74000.0,7714000.0
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,-1969000.0,901000.0,-5677000.0,-6890000.0,-8453000.0
CashProvidedByUsedInFinancingActivitiesDiscontinuedOperations,0.0,-28846000.0,0.0,-4522000.0,0.0
NetCashProvidedByUsedInFinancingActivities,-1969000.0,-1771000.0,-5677000.0,-1381000.0,-29932000.0
CashAndCashEquivalentsPeriodIncreaseDecrease,2437000.0,30258000.0,33622000.0,4524000.0,46699000.0
CashAndCashEquivalentsAtCarryingValue,4524000.0,2630000.0,22547000.0,,4524000.0
DeferredIncomeTaxExpenseBenefit,,19620000.0,22458000.0,9527000.0,-434000.0
BusinessCombinationStepAcquisitionEquityInterestInAcquireeRemeasurementGain,,0.0,,0.0,
GainLossOnSaleOfPropertyPlantEquipment,,19000.0,531000.0,15000.0,657000.0
PaymentsForProceedsFromProductiveAssets,,77000.0,8153000.0,-16000.0,8405000.0
CashAcquiredFromAcquisition,,0.0,,0.0,
ProceedsFromRepaymentsOfBankOverdrafts,,0.0,,-254000.0,-625000.0
ProceedsFromIssuanceOfLongTermDebt,,43000.0,,90496000.0,
RepaymentsOfLinesOfCredit,,754000.0,,0.0,
PaymentsOfDebtIssuanceCosts,,21000.0,,,
ProceedsFromIssuanceOfSharesUnderIncentiveAndShareBasedCompensationPlansIncludingStockOptions,,2127000.0,145000.0,1415000.0,0.0
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,,,,123088000.0,
DebtSecuritiesRealizedGainLoss,,,,0.0,
ProceedsFromPaymentsToMinorityShareholders,,,,-2167000.0,
PaymentsOfFinancingCosts,,,,1406000.0,0.0
Cash,,,,0.0,
InterestPaidNet,,,,3960000.0,29000.0
IncomeTaxesPaid,,,,50427000.0,123000.0
NetIncomeLoss,,,,,2224000.0
DepreciationAndAmortization,,,,,10293000.0
IncreaseDecreaseInInventories,,,,,54000.0
IncreaseDecreaseInPrepaidExpense,,,,,544000.0
IncreaseDecreaseInOtherOperatingAssets,,,,,400000.0
IncreaseDecreaseInInsuranceLiabilitiesAndOtherNoncurrentLiabilities,,,,,10000.0
PaymentsForProceedsFromAvailableforsaleSecuritiesShortterm,,,,,0.0
ProceedsFromSaleAndMaturityOfAvailableForSaleSecurities,,,,,26500000.0
ProceedsFromSaleOfPropertyPlantAndEquipment,,,,,956000.0
CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsPeriodIncreaseDecreaseExcludingExchangeRateEffect,,,,,15232000.0
