,2019q2,2018q4,2019q3,2019q1,2019q4
OperatingLeasesIncomeStatementLeaseRevenue,3485000.0,9937000.0,7215000.0,13219000.0,10796000.0
DebtSecuritiesRealizedGainLoss,119000.0,,447000.0,1195000.0,591000.0
MiningRoyaltyAndRentsSegmentRevenue,2229000.0,1763000.0,4862000.0,8050000.0,7164000.0
Revenues,5075000.0,5035000.0,12077000.0,15602000.0,112165000.0
OperatingCostsDepreciationDepletionAmortization,1487000.0,2804000.0,4529000.0,7898000.0,1431000.0
OperatingCostsAndExpenses,882000.0,875000.0,1968000.0,2136000.0,4418000.0
EnvironmentalRemediationExpense,2000000.0,-465000.0,2000000.0,-465000.0,-465000.0
RealEstateTaxExpense,753000.0,1949000.0,1466000.0,2625000.0,2206000.0
IndirectManagementCompanyExpenses,592000.0,351000.0,1202000.0,,1872000.0
GeneralAndAdministrativeExpense,645000.0,617000.0,1709000.0,1765000.0,2270000.0
OperatingExpenses,4978000.0,5294000.0,6009000.0,14561000.0,4525000.0
OperatingIncomeLoss,97000.0,1668000.0,-456000.0,1041000.0,4820000.0
InterestAndOtherIncome,1810000.0,1654000.0,216000.0,,6000.0
InterestExpense,588000.0,768000.0,1650000.0,2741000.0,768000.0
IncomeLossFromEquityMethodInvestments,-88000.0,-12000.0,-272000.0,-1598000.0,-1282000.0
IncomeLossFromContinuingOperationsBeforeIncomeTaxesDomestic,-753000.0,58742000.0,-1811000.0,56898000.0,9024000.0
IncomeTaxExpenseBenefit,-60000.0,15543000.0,1803000.0,524000.0,2529000.0
IncomeLossFromContinuingOperations,1641000.0,458000.0,-1572000.0,49548000.0,2030000.0
IncomeLossFromDiscontinuedOperationsNetOfTax,86000.0,122109000.0,6776000.0,122129000.0,6849000.0
ProfitLoss,1727000.0,45184000.0,119586000.0,,13344000.0
IncomeLossAttributableToNoncontrollingInterest,-531000.0,19793000.0,-396000.0,18801000.0,-1199000.0
NetIncomeLoss,1560000.0,123766000.0,11723000.0,124472000.0,13724000.0
IncomeLossFromContinuingOperationsPerBasicShare,0.16,0.05,0.46,4.97,0.2
DiscontinuedOperationIncomeLossFromDiscontinuedOperationNetOfTaxPerBasicShare,0.01,12.17,0.68,1.1,-0.01
EarningsPerShareBasic,0.16,12.33,11.96,12.4,0.55
IncomeLossFromContinuingOperationsPerDilutedShare,-0.07,4.33,0.46,0.09,0.05
IncomeLossFromDiscontinuedOperationsNetOfTaxPerDilutedShare,0.17,0.16,12.1,1.1,0.69
EarningsPerShareDiluted,0.19,2.84,1.17,12.32,0.22
WeightedAverageNumberOfSharesOutstandingBasic,9952.0,10004.0,10024.0,10040.0,3299.0
WeightedAverageNumberOfDilutedSharesOutstanding,9996.0,10066.0,10109.0,10105.0,3302.0
PaymentsForProceedsFromTenantAllowance,,170000.0,,,
BusinessCombinationStepAcquisitionEquityInterestInAcquireeRemeasurementGain,,0.0,,60196000.0,
GainLossOnSaleOfProperties,,0.0,0.0,40000.0,662000.0
RecoveryOfDirectCosts,,,,634000.0,
OtherGeneralAndAdministrativeExpense,,,,3180000.0,
InvestmentIncomeNet,,,,0.0,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,,,,60551000.0,
LaborAndRelatedExpense,,,,,47549000.0
FuelCosts,,,,,15805000.0
CostOfPropertyRepairsAndMaintenance,,,,,7077000.0
OperatingInsuranceAndClaimsCostsProduction,,,,,9426000.0
CostOfGoodsAndServicesSoldDepreciation,,,,,7870000.0
OtherCostAndExpenseOperating,,,,,3406000.0
SellingGeneralAndAdministrativeExpense,,,,,9404000.0
GainLossOnDispositionOfAssets,,,,,1030000.0
CostsAndExpenses,,,,,106737000.0
