,2019q2,2018q4,2019q3,2019q1,2019q4
NetIncomeLoss,9022000.0,,31320000.0,13648000.0,67642000.0
StockIssuedDuringPeriodSharesNewIssues,52622.0,,52712.0,44906.0,64245.0
StockIssuedDuringPeriodValueStockOptionsExercised,340000.0,,291000.0,546000.0,340000.0
AdjustmentsToAdditionalPaidInCapitalShareBasedCompensationStockOptionsRequisiteServicePeriodRecognition,572000.0,,257000.0,,2021000.0
DividendsEquivalentRightsOnShareBasedCompensationNotPaidInCashNetOfTax,60000.0,,44000.0,192000.0,44000.0
DividendsCommonStock,9362000.0,,9370000.0,25450000.0,10119000.0
DividendsEquivalentRightsOnShareBasedCompensationNetOfTax,60000.0,,49000.0,193000.0,41000.0
StockholdersEquity,473618000.0,,503069000.0,558223000.0,554161000.0
AdjustmentsToAdditionalPaidInCapitalTaxEffectFromShareBasedCompensation,,,,581000.0,
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,,,,2539000.0,
