,2019q2,2018q4,2019q3,2019q1,2019q4
RegulatedOperatingRevenueWater,64412000.0,91919000.0,141145000.0,302931000.0,228834000.0
ElectricDomesticRegulatedRevenue,10629000.0,,,34350000.0,
ContractsRevenue,26381000.0,28618000.0,,107208000.0,
SalesRevenueNet,94728000.0,,,124418000.0,
CostOfPurchasedWater,13607000.0,20576000.0,30215000.0,64442000.0,52057000.0
PowerPurchasedForPumping,1693000.0,3217000.0,3520000.0,8518000.0,3217000.0
GroundwaterProductionAssessment,4651000.0,14176000.0,4534000.0,19440000.0,15146000.0
CostOfPurchasedPower,3408000.0,,,10720000.0,
SupplyCostBalancingAccounts,-3869000.0,-5212000.0,-165000.0,-12206000.0,-5212000.0
OtherCostAndExpenseOperating,6860000.0,19423000.0,12914000.0,28257000.0,19423000.0
GeneralAndAdministrativeExpense,16094000.0,46693000.0,29772000.0,62156000.0,15205000.0
DepreciationDepletionAndAmortization,9666000.0,28387000.0,19676000.0,38850000.0,29794000.0
CostOfPropertyRepairsAndMaintenance,3155000.0,10292000.0,3170000.0,16470000.0,3423000.0
TaxesExcludingIncomeAndExciseTaxes,4896000.0,4475000.0,4004000.0,17905000.0,4692000.0
ConstructionAndDevelopmentCosts,9972000.0,11693000.0,,53720000.0,
OperatingExpenses,76037000.0,175074000.0,121536000.0,249046000.0,90207000.0
OperatingIncomeLoss,15327000.0,33975000.0,38942000.0,22749000.0,27540000.0
InterestExpense,5998000.0,17397000.0,12599000.0,21992000.0,17919000.0
InvestmentIncomeInterest,536000.0,318000.0,636000.0,1790000.0,641000.0
OtherNonoperatingIncomeExpense,1342000.0,1587000.0,621000.0,1424000.0,2153000.0
NonoperatingIncomeExpense,-4185000.0,-4837000.0,-4913000.0,-18947000.0,-14262000.0
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,13346000.0,23333000.0,50777000.0,94478000.0,23333000.0
IncomeTaxExpenseBenefit,2564000.0,10813000.0,4387000.0,13603000.0,11743000.0
NetIncomeLoss,8890000.0,40457000.0,22298000.0,7555000.0,17919000.0
WeightedAverageNumberOfSharesOutstandingBasic,36712000.0,36737000.0,36733000.0,36638000.0,36804000.0
EarningsPerShareBasic,0.29,1.36,0.74,1.88,0.62
WeightedAverageNumberOfDilutedSharesOutstanding,36874000.0,36856000.0,36963000.0,36750000.0,36996000.0
EarningsPerShareDiluted,0.29,1.53,0.72,0.35,1.83
CommonStockDividendsPerShareCashPaid,0.255,0.255,0.51,,0.785
ElectricUtilityRevenue,,26108000.0,,,
Revenues,,325811000.0,226380000.0,,254382000.0
UtilitiesOperatingExpensePurchasedPower,,2439000.0,2391000.0,,2403000.0
GainLossOnSalesOfAssetsAndAssetImpairmentCharges,,8318000.0,18000.0,0.0,0.0
RegulatedOperatingRevenueElectricNonNuclear,,,7841000.0,,25548000.0
RegulatedOperatingRevenueOther,,,55480000.0,,28618000.0
CostOfGoodsAndServicesSold,,,21548000.0,,35168000.0
CommonStockDividendsPerShareDeclared,,,,0.914,
