,2019q2,2018q4,2019q3,2019q1,2019q4
SalesRevenueGoodsNet,,425795000.0,,,
FranchiseRevenue,,172443000.0,,,
OperatingLeasesIncomeStatementLeaseRevenue,,7436000.0,,,
OtherSalesRevenueNet,,2747000.0,,,
Revenues,,129551000.0,,,
FoodAndBeverageCostOfSales,,80971000.0,,,
CostOfGoodsSoldDirectLabor,,150260000.0,,,
OtherCostAndExpenseOperating,,88424000.0,,,
CostOfGoodsSold,,356820000.0,,,
SellingGeneralAndAdministrativeExpense,,80077000.0,,,
DepreciationAndAmortization,,44418000.0,,,
AssetImpairmentCharges,,664000.0,,,
OtherOperatingIncomeExpenseNet,,4691000.0,,,
CostsAndExpenses,,317187000.0,,,
OperatingIncomeLoss,,127452000.0,,,
InterestExpense,,26714000.0,,,
InterestIncomeOther,,1904000.0,,,
GainsLossesOnExtinguishmentOfDebt,,-8750000.0,,,
InterestIncomeExpenseNet,,-32464000.0,,,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,,73939000.0,,,
IncomeTaxExpenseBenefit,,31804000.0,,,
NetIncomeLoss,,18751000.0,,,
EarningsPerShareBasic,,0.58,,,
EarningsPerShareDiluted,,0.51,,,
CommonStockDividendsPerShareDeclared,,0.44,,,
