,2019q2,2018q4,2019q3,2019q1,2019q4
NetIncomeLoss,326000000.0,275000000.0,355000000.0,432000000.0,1094000000.0
ProvisionForLoanAndLeaseLosses,67000000.0,175000000.0,122000000.0,60000000.0,208000000.0
DepreciationAndAmortization,131000000.0,350000000.0,204000000.0,493000000.0,350000000.0
ShareBasedCompensation,15000000.0,59000000.0,44000000.0,92000000.0,59000000.0
DeferredIncomeTaxExpenseBenefit,15000000.0,125000000.0,29000000.0,63000000.0,125000000.0
IncreaseDecreaseInTradingSecurities,-1000000.0,-45000000.0,-1000000.0,-47000000.0,51000000.0
IncreaseDecreaseInLoansHeldForSale,27000000.0,164000000.0,97000000.0,-12000000.0,384000000.0
AccruedIncomeAndOtherAssets,237000000.0,325000000.0,464000000.0,96000000.0,662000000.0
IncreaseDecreaseInAccruedLiabilitiesAndOtherOperatingLiabilities,176000000.0,42000000.0,362000000.0,22000000.0,297000000.0
IncreaseDecreaseInOtherOperatingCapitalNet,-1000000.0,135000000.0,136000000.0,-12000000.0,133000000.0
NetCashProvidedByUsedInOperatingActivities,497000000.0,1144000000.0,602000000.0,1215000000.0,1144000000.0
ProceedsFromPaymentsForInInterestBearingDepositsInBanks,22000000.0,21000000.0,56000000.0,39000000.0,62000000.0
ProceedsFromMaturitiesPrepaymentsAndCallsOfAvailableForSaleSecurities,462000000.0,1081000000.0,1014000000.0,2109000000.0,1539000000.0
ProceedsFromMaturitiesPrepaymentsAndCallsOfHeldToMaturitySecurities,174000000.0,793000000.0,380000000.0,743000000.0,573000000.0
ProceedsFromMaturitiesPrepaymentsAndCallsOfOtherInvestments,0.0,,127000000.0,,40000000.0
ProceedsFromSaleOfAvailableForSaleSecurities,203000000.0,1247000000.0,381000000.0,2490000000.0,381000000.0
PaymentsToAcquireAvailableForSaleSecurities,507000000.0,1044000000.0,1890000000.0,2485000000.0,3174000000.0
PaymentsToAcquireHeldToMaturitySecurities,0.0,690000000.0,516000000.0,0.0,516000000.0
PaymentsToAcquireOtherSecurities,2000000.0,40000000.0,2000000.0,7000000.0,5000000.0
ProceedsFromSaleOfLoansHeldForInvestment,76000000.0,427000000.0,310000000.0,2981000000.0,670000000.0
FinanceLeasePrincipalPayments,-172000000.0,,,,
PaymentsForProceedsFromLoansAndLeases,528000000.0,2159000000.0,2619000000.0,3951000000.0,3583000000.0
PaymentsToAcquirePropertyPlantAndEquipment,24000000.0,145000000.0,51000000.0,110000000.0,82000000.0
PaymentsToAcquireLoansAndLeasesHeldForInvestment,68000000.0,113000000.0,104000000.0,405000000.0,318000000.0
PaymentsForProceedsFromOtherInvestingActivities,-14000000.0,-37000000.0,-31000000.0,-55000000.0,-49000000.0
NetCashProvidedByUsedInInvestingActivities,-515000000.0,-2702000000.0,-1458000000.0,-3663000000.0,-763000000.0
IncreaseDecreaseInDeposits,-2619000000.0,4648000000.0,2546000000.0,1433000000.0,-1654000000.0
ProceedsFromRepaymentsOfShortTermDebt,-2181000000.0,-3613000000.0,-2579000000.0,1371000000.0,196000000.0
ProceedsFromIssuanceOfLongTermDebt,51000000.0,2121000000.0,1331000000.0,2128000000.0,1737000000.0
RepaymentsOfLongTermDebt,113000000.0,883000000.0,661000000.0,1275000000.0,684000000.0
PaymentsOfDividendsPreferredStockAndPreferenceStock,19000000.0,57000000.0,37000000.0,70000000.0,51000000.0
PaymentsOfDividendsCommonStock,118000000.0,362000000.0,240000000.0,349000000.0,362000000.0
PaymentsForRepurchaseOfCommonStock,25000000.0,739000000.0,48000000.0,0.0,245000000.0
ProceedsFromIssuanceOfPreferredStockAndPreferenceStock,0.0,0.0,495000000.0,495000000.0,495000000.0
PaymentsRelatedToTaxWithholdingForShareBasedCompensation,10000000.0,27000000.0,26000000.0,27000000.0,27000000.0
ProceedsFromPaymentsForOtherFinancingActivities,3000000.0,5000000.0,2000000.0,5000000.0,5000000.0
NetCashProvidedByUsedInFinancingActivities,-1318000000.0,1405000000.0,-1347000000.0,3089000000.0,612000000.0
CashAndCashEquivalentsPeriodIncreaseDecrease,-1336000000.0,-191000000.0,-1074000000.0,538000000.0,-221000000.0
CashAndCashEquivalentsAtCarryingValue,1069000000.0,1385000000.0,1520000000.0,847000000.0,1520000000.0
InterestPaid,159000000.0,527000000.0,508000000.0,409000000.0,
IncomeTaxesPaidNet,11000000.0,-112000000.0,-113000000.0,5000000.0,-112000000.0
TransferOfPortfolioLoansAndLeasesToHeldForSale1,204000000.0,446000000.0,316000000.0,3437000000.0,470000000.0
TransferOfLoansHeldForSaleToPortfolioLoans1,3000000.0,49000000.0,8000000.0,482000000.0,14000000.0
TransferOfOtherRealEstate,6000000.0,24000000.0,10000000.0,29000000.0,16000000.0
AvailableForSaleSecuritiesTransferredToHeldToMaturitySecurities,0.0,-2833000000.0,2707000000.0,993000000.0,2707000000.0
HeldToMaturitySecuritiesTransferredToAvailableForSale,0.0,2707000000.0,2833000000.0,2833000000.0,2833000000.0
DebtAndEquitySecuritiesGainLoss,,-2000000.0,0.0,2000000.0,0.0
OtherThanTemporaryImpairmentLossesInvestmentsPortionRecognizedInEarningsNetAvailableforsaleSecurities,,0.0,,0.0,
ProceedsfromSaleofOtherSecurities,,40000000.0,,42000000.0,
Proceedsfromissuanceofsecuredfinancing,,0.0,,,
Netcashpaidforbranchdisposition,,,-555000000.0,,-548000000.0
FinancePrincipalLeasePayments,,,340000000.0,,544000000.0
PaymentsToAcquireBusinessesNetOfCashAcquired,,,,133000000.0,
PaymentsToAcquireIntangibleAssets,,,,0.0,
CommonstockissuedtoacquireFirstMerit,,,,0.0,
PreferredStockIssuedToAcquireFirstMerit,,,,104000000.0,
InterestPaidNet,,,,,527000000.0
