,2019q2,2018q4,2019q3,2019q1,2019q4
PreferredStockDividendsPerShareDeclared,1.36,,1.37,,1.37
AdjustmentsToAdditionalPaidInCapitalShareBasedCompensationStockOptionsRequisiteServicePeriodRecognition,2103000.0,,3446000.0,7619000.0,993000.0
StockIssuedDuringPeriodValueStockOptionsExercised,8820000.0,,2842000.0,3832000.0,2842000.0
StockIssuedDuringPeriodValueRestrictedStockAwardGross,-237000.0,,-155000.0,-130000.0,-237000.0
StockIssuedDuringPeriodValueSharesIssuedForBonusSettlementAndDirectorStipendsGross,150000.0,,0.0,150000.0,150000.0
TreasuryStockValueAcquiredCostMethod,36930000.0,,36930000.0,62981000.0,5988000.0
ConvertiblePreferredStockDividendsAmounts,1089000.0,,1101000.0,4413000.0,1087000.0
OtherComprehensiveIncomeLossForeignCurrencyTransactionAndTranslationAdjustmentNetOfTax,1845000.0,,1845000.0,-16504000.0,-3841000.0
NetIncomeLossAttributableToNoncontrollingInterest,296000.0,,-296000.0,2082000.0,0.0
StockholdersEquityOther,-49000.0,,109000.0,-22000.0,-49000.0
NetIncomeLoss,5430000.0,,-11215000.0,53369000.0,-11215000.0
CumulativeEffectOfNewAccountingPrincipleInPeriodOfAdoption,5710000.0,,5710000.0,0.0,5710000.0
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,336017000.0,,291915000.0,290132000.0,314936000.0
StockIssuedDuringPeriodValueConversionOfConvertibleSecurities,,,157000.0,,157000.0
StockIssuedDuringPeriodValuePerformanceRestrictedStockAwardGross,,,-109000.0,-96000.0,-109000.0
ConversionOfStockAmountConverted1,,,-100000.0,-154000.0,-100000.0
NetExcessTaxBenefitsRealizedToStockBasedAwards,,,,276000.0,
TreasuryStockSharesAcquired,,,,1360249.0,105421.0
OtherComprehensiveIncomeLossForeignCurrencyTransactionAndTranslationReclassificationAdjustmentFromAOCIRealizedUponSaleOrLiquidationNetOfTax,,,,-29973000.0,-627000.0
