,2019q2,2018q4,2019q3,2019q1,2019q4
RevenueFromContractWithCustomerExcludingAssessedTax,424148000.0,468186000.0,1072920000.0,348977000.0,588103000.0
CostOfRevenue,277634000.0,239369000.0,566809000.0,737186000.0,867890000.0
SellingGeneralAndAdministrativeExpense,101786000.0,81190000.0,111762000.0,79283000.0,93226000.0
DepreciationAndAmortization,10200000.0,26457000.0,11028000.0,6672000.0,11127000.0
OperatingIncomeLoss,64658000.0,64560000.0,102934000.0,52050000.0,218105000.0
NonoperatingGainsLosses,3076000.0,1416000.0,1052000.0,,2442000.0
ForeignCurrencyTransactionGainLossBeforeTax,-3484000.0,1069000.0,-3562000.0,1830000.0,-10151000.0
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,64250000.0,171005000.0,134760000.0,78768000.0,171005000.0
IncomeTaxExpenseBenefit,3496000.0,7953000.0,6864000.0,27200000.0,28196000.0
NetIncomeLoss,60754000.0,42634000.0,58777000.0,59965000.0,67002000.0
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationGainLossArisingDuringPeriodNetOfTax,2943000.0,5703000.0,5563000.0,,-10114000.0
OtherComprehensiveIncomeUnrealizedGainLossOnDerivativesArisingDuringPeriodNetOfTax,69000.0,-74000.0,1537000.0,,2474000.0
ComprehensiveIncomeNetOfTax,67796000.0,163567000.0,62934000.0,-27449000.0,63426000.0
EarningsPerShareBasic,1.12,2.0,2.15,1.22,1.22
EarningsPerShareDiluted,1.06,0.77,1.02,1.87,3.24
WeightedAverageNumberOfSharesOutstandingBasic,54245133.0,51806700.0,54464753.0,53623000.0,54877666.0
WeightedAverageNumberOfDilutedSharesOutstanding,57236427.0,55228781.0,57614284.0,54984000.0,56962867.0
OtherOperatingIncomeExpenseNet,,-4030000.0,,,
InvestmentIncomeNet,,,,4601000.0,
OtherComprehensiveIncomeLossForeignCurrencyTransactionAndTranslationAdjustmentNetOfTax,,,,-21338000.0,
OtherComprehensiveIncomeLossCashFlowHedgeGainLossAfterReclassificationAndTax,,,,0.0,
