,2019q2,2018q4,2019q3,2019q1,2019q4
CommonStockDividendsPerShareCashPaid,0.125,0.125,,0.125,0.125
StockIssuedDuringPeriodValueNewIssues,0.0,,0.0,,
StockIssuedDuringPeriodValueShareBasedCompensation,2500000.0,11200000.0,22600000.0,11200000.0,700000.0
AdjustmentToAdditionalPaidInCapitalIncomeTaxEffectFromShareBasedCompensationNet,-1300000.0,-3100000.0,3600000.0,-1300000.0,
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,8100000.0,8100000.0,31500000.0,9000000.0,6200000.0
DividendsCommonStock,94300000.0,94300000.0,,94300000.0,63500000.0
NetIncomeLossIncludingPortionAttributableToNonredeemableNoncontrollingInterest,-960000000.0,-10900000.0,-166800000.0,107300000.0,55100000.0
OtherComprehensiveIncomeLossNetOfTax,-35200000.0,-47800000.0,-217500000.0,-125000000.0,-124600000.0
MinorityInterestDecreaseFromDistributionsToNoncontrollingInterestHolders,1300000.0,0.0,10000000.0,1300000.0,1300000.0
ReclassificationsOfTemporaryToPermanentEquity,17000000.0,17000000.0,,17000000.0,-1600000.0
AdjustmentsToAdditionalPaidInCapitalIncreaseInCarryingAmountOfRedeemablePreferredStock,8300000.0,1600000.0,,8300000.0,
MinorityInterestChangeInRedemptionValue,-81300000.0,37200000.0,-86800000.0,37200000.0,37200000.0
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,7502500000.0,8613100000.0,8855200000.0,7611300000.0,8613100000.0
TemporaryEquityNetIncome,5800000.0,5800000.0,12100000.0,5800000.0,1200000.0
TemporaryEquityDistributiontoNoncontrollingInterestsNet,11900000.0,6400000.0,32300000.0,6400000.0,4300000.0
MinorityInterestDecreaseFromRedemptions,17000000.0,17000000.0,600000.0,17000000.0,-1600000.0
TemporaryEquityStockIssuedDuringPeriodValueNewIssues,8300000.0,,7400000.0,1600000.0,
ProceedsFromMinorityShareholders,200000.0,,,200000.0,
TemporaryEquityAccretionToRedemptionValue,-126700000.0,-37200000.0,86800000.0,-126700000.0,3900000.0
TemporaryEquityCarryingAmountIncludingPortionAttributableToNoncontrollingInterests,562500000.0,622200000.0,661300000.0,487600000.0,94600000.0
CommonStockDividendsPerShareDeclared,,,0.125,,
CommonStockDividendsStockPerShareDeclared,,,0.125,,0.125
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterestAdjustedBalance1,,,8724400000.0,,
StockIssuedDuringPeriodValueAcquisitions,,,9628600000.0,,
StockGrantedDuringPeriodValueSharebasedCompensationForfeited,,,0.0,,
TreasuryStockValueAcquiredCostMethod,,,36300000.0,,4500000.0
DividendsCommonStockCash,,,375000000.0,,
StockIssuedDuringPeriodValueStockDividend,,,30600000.0,,30900000.0
DividendsCommonStockStock,,,30600000.0,,30900000.0
NoncontrollingInterestIncreaseFromSubsidiaryEquityIssuance,,,17000000.0,,
AdjustmentsToAdditionalPaidInCapitalReclassificationOfNoncontrollingInterestToMandatoryRedeemableFinancialInterest,,,49900000.0,,
TemporaryEquityDilutionOfNoncontrollingInterests,,,17000000.0,,
TemporaryEquityIncreaseInRedeemableNoncontrollingInterestFromAcquisition,,,415900000.0,,
TemporaryEquityProceedsFromNoncontrollingInterests,,,200000.0,,
TemporaryEquityRepurchaseAdjustmentOfRedeemableNoncontrollingInterests,,,900000.0,,
TreasuryStockSharesAcquired,,,,,500000.0
DividendsCashAndOther,,,,,63500000.0
NoncontrollingInterestSaleOfBusiness,,,,,6200000.0
TemporaryEquitySaleOfBusinessAdjustments,,,,,-360400000.0
