,2019q2,2018q4,2019q3,2019q1,2019q4
NetIncomeLoss,80200000.0,174200000.0,,80200000.0,
NetIncomeLossAttributableToNoncontrollingInterest,3400000.0,0.0,,300000.0,
DepreciationDepletionAndAmortization,39500000.0,105900000.0,70800000.0,137700000.0,105900000.0
GainLossOnSaleOfPropertyPlantEquipment,1800000.0,-200000.0,-900000.0,-300000.0,1000000.0
DeferredIncomeTaxExpenseBenefit,400000.0,2200000.0,100000.0,-15000000.0,1700000.0
ShareBasedCompensation,10300000.0,25500000.0,14900000.0,32300000.0,25500000.0
PensionAndOtherPostretirementBenefitExpense,2000000.0,12600000.0,1600000.0,84000000.0,23200000.0
PensionAndOtherPostretirementBenefitContributions,6100000.0,16300000.0,8900000.0,23900000.0,12400000.0
OperatingLeaseCost,9900000.0,,,,
OperatingLeaseExpense,0.0,,8300000.0,,9000000.0
OperatingLeasePayments,8900000.0,,0.0,,9100000.0
IncreaseDecreaseInAccountsReceivable,72100000.0,65700000.0,35900000.0,-20300000.0,6400000.0
IncreaseDecreaseInUnbilledReceivables,11500000.0,0.0,36600000.0,21800000.0,35000000.0
IncreaseDecreaseInInventories,4100000.0,85400000.0,-16600000.0,132100000.0,-37800000.0
IncreaseDecreaseInAccountsPayableTrade,20200000.0,55700000.0,-8400000.0,-20200000.0,-7400000.0
IncreaseDecreaseInOtherAccruedLiabilities,-38700000.0,15900000.0,-45100000.0,36300000.0,10200000.0
IncreaseDecreaseInIncomeTaxes,13600000.0,-500000.0,600000.0,1900000.0,-500000.0
IncreaseDecreaseInOtherOperatingCapitalNet,2400000.0,18200000.0,-11800000.0,26900000.0,600000.0
NetCashProvidedByUsedInOperatingActivities,52300000.0,142900000.0,209900000.0,332500000.0,354800000.0
PaymentsToAcquireProductiveAssets,16200000.0,62500000.0,39600000.0,104700000.0,62800000.0
PaymentsToAcquireBusinessesNetOfCashAcquired,2900000.0,765400000.0,0.0,72600000.0,82700000.0
ProceedsFromSaleOfPropertyPlantAndEquipment,2100000.0,6800000.0,,1500000.0,
PaymentsToAcquireMarketableSecurities,2700000.0,4200000.0,,3600000.0,
ProceedsFromMaturitiesPrepaymentsAndCallsOfHeldToMaturitySecurities,3700000.0,,,,
PaymentsForProceedsFromOtherInvestingActivities,0.0,300000.0,-2400000.0,-100000.0,-3900000.0
NetCashProvidedByUsedInInvestingActivities,-14000000.0,-407400000.0,-119800000.0,-211000000.0,-162200000.0
PaymentsOfDividendsCommonStock,21300000.0,64200000.0,42700000.0,81600000.0,63800000.0
PaymentsForRepurchaseOfCommonStock,22700000.0,63000000.0,23600000.0,101000000.0,56100000.0
ProceedsFromIssuanceOfCommonStock,1000000.0,12700000.0,8900000.0,4300000.0,
PaymentsRelatedToTaxWithholdingForShareBasedCompensation,6400000.0,5400000.0,600000.0,5400000.0,400000.0
ProceedsFromAccountsReceivableSecuritization,51000000.0,51200000.0,52100000.0,56700000.0,145200000.0
RepaymentsOfAccountsReceivableSecuritization,0.0,25300000.0,0.0,50100000.0,114900000.0
ProceedsFromIssuanceOfLongTermDebt,75000000.0,862700000.0,292000000.0,1391100000.0,451000000.0
RepaymentsOfLongTermDebt,116800000.0,533100000.0,94200000.0,345300000.0,481700000.0
ProceedsFromRepaymentsOfShortTermDebt,24600000.0,12800000.0,26300000.0,7200000.0,-3900000.0
ProceedsFromPaymentsForOtherFinancingActivities,-1100000.0,-2600000.0,-1000000.0,-2600000.0,-1300000.0
NetCashProvidedByUsedInFinancingActivities,73400000.0,236800000.0,7900000.0,553100000.0,657300000.0
EffectOfExchangeRateOnCashAndCashEquivalents,900000.0,-12400000.0,1100000.0,-12700000.0,-12400000.0
CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsPeriodIncreaseDecreaseIncludingExchangeRateEffect,-5100000.0,29600000.0,21200000.0,21700000.0,48800000.0
CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents,120300000.0,151600000.0,133100000.0,125400000.0,133100000.0
CashAndCashEquivalentsAtCarryingValue,239500000.0,121600000.0,,,
AssetImpairmentCharges,,600000.0,700000.0,3900000.0,800000.0
GainLossOnSaleOfBusiness,,600000.0,,-800000.0,0.0
ProceedsFromDivestitureOfBusinessesNetOfCashDivested,,14000000.0,,14000000.0,0.0
ProceedsFromSaleAndMaturityOfMarketableSecurities,,2300000.0,,,
PaymentsOfFinancingCosts,,900000.0,1900000.0,1200000.0,900000.0
ProfitLoss,,,91900000.0,,72300000.0
CashAcquiredFromAcquisition,,,,2500000.0,
GainLossOnDispositionOfAssets1,,,,,0.0
ProceedsFromStockOptionsExercised,,,,,9900000.0
