,2009q2,2009q3,2009q4,2010q1,2010q2,2010q3,2010q4,2011q2,2011q3,2011q4,2012q1,2012q2,2012q3,2012q4,2013q1,2013q2,2013q3,2013q4,2014q1,2014q2,2014q3,2014q4,2015q1,2015q2,2015q3,2015q4,2016q1,2016q2,2016q3,2016q4,2017q1,2017q2,2017q3,2017q4,2018q1,2018q2,2018q3,2018q4,2019q1,2019q2,2019q3,2019q4,2020q2,2020q3
GeneralAndAdministrativeExpense,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,271902.0
FranchiseTaxExpense,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86814.0
OperatingIncomeLoss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-358716.0
InvestmentIncomeInterest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36875.0
NetIncomeLoss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5500.0,-321841.0
OperatingExpenses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5500.0,
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7500000.0,
EarningsPerShareBasicAndDiluted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
