,2019q2,2018q4,2019q3,2019q1,2019q4
RevenueFromContractWithCustomerExcludingAssessedTax,327800000.0,1136254000.0,367500000.0,,
CostOfGoodsSoldExcludingDepreciationDepletionAndAmortization,267200000.0,912738000.0,,1212200000.0,
SellingGeneralAndAdministrativeExpense,32300000.0,96371000.0,64200000.0,100000000.0,
DepreciationAndAmortization,22800000.0,68190000.0,42700000.0,54900000.0,
BusinessCombinationContingentConsiderationArrangementsChangeInAmountOfContingentConsiderationLiability1,1000000.0,2047000.0,-1600000.0,0.0,
GainLossOnDispositionOfAssets1,-900000.0,14642000.0,-100000.0,15300000.0,
OperatingIncomeLoss,7600000.0,79285000.0,38200000.0,-300000.0,
InterestExpense,11600000.0,31062000.0,11500000.0,42000000.0,
OtherNonoperatingIncome,1600000.0,4163000.0,3000000.0,4600000.0,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,-3300000.0,42760000.0,20500000.0,48100000.0,
IncomeTaxExpenseBenefit,-700000.0,20854000.0,4200000.0,12400000.0,
ProfitLoss,-3900000.0,24054000.0,-1700000.0,25600000.0,
NetIncomeLossAttributableToNoncontrollingInterest,100000.0,0.0,300000.0,0.0,
NetIncomeLoss,-3900000.0,28009000.0,-2000000.0,-3900000.0,
EarningsPerShareBasic,-0.16,1.5,-0.12,1.82,
EarningsPerShareDiluted,-0.16,1.7,0.75,-0.19,
WeightedAverageNumberOfSharesOutstandingBasic,16300000.0,16461000.0,16400000.0,15100000.0,
WeightedAverageNumberOfDilutedSharesOutstanding,16400000.0,16522000.0,16400000.0,16600000.0,
AssetImpairmentCharges,,648000.0,0.0,1300000.0,
DerivativeGainLossOnDerivativeNet,,-791000.0,,0.0,
GainsLossesOnExtinguishmentOfDebt,,-60000.0,,-100000.0,
IncomeLossFromContinuingOperationsIncludingPortionAttributableToNoncontrollingInterest,,24276000.0,,-2200000.0,
IncomeLossFromContinuingOperationsPerBasicShare,,0.95,,1.64,
DiscontinuedOperationIncomeLossFromDiscontinuedOperationNetOfTaxPerBasicShare,,0.0,,-0.04,
IncomeLossFromContinuingOperationsPerDilutedShare,,1.7,,0.59,
IncomeLossFromDiscontinuedOperationsNetOfTaxPerDilutedShare,,-0.01,,-0.04,
IncomeLossFromContinuingOperations,,24276000.0,,9600000.0,
IncomeLossFromDiscontinuedOperationsNetOfTax,,0.0,,-700000.0,
CostOfGoodsAndServiceExcludingDepreciationDepletionAndAmortization,,,320200000.0,,
Revenues,,,,370100000.0,
