,2019q2,2018q4,2019q3,2019q1,2019q4
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,1700000.0,8108000.0,9400000.0,10400000.0,
StockIssuedDuringPeriodValueStockOptionsExercised,200000.0,78000.0,200000.0,200000.0,
StockIssuedDuringPeriodValueRestrictedStockAwardNetOfForfeitures,0.0,0.0,0.0,0.0,
TreasuryStockValueAcquiredCostMethod,1100000.0,1876000.0,1100000.0,3100000.0,
NoncontrollingInterestDecreaseFromAdjustmentsForBusinessCombinations,100000.0,125000.0,100000.0,,
ProfitLoss,-2600000.0,28241000.0,-3900000.0,31300000.0,
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,335400000.0,336528000.0,335400000.0,337200000.0,
AdjustmentsToAdditionalPaidInCapitalShareBasedCompensationRestrictedStockUnitsRequisiteServicePeriodRecognition,,0.0,,,
MinorityInterestDecreaseFromDistributionsToNoncontrollingInterestHolders,,40000.0,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsVestedInPeriodTotalFairValue,,,0.0,,
AdjustmentsToAdditionalPaidInCapitalTaxEffectFromShareBasedCompensation,,,,3700000.0,
AdjustmentstoAdditionalPaidinCapitalWarrantExercised,,,,30200000.0,
TreasuryStockValueAcquiredOther,,,,3100000.0,
StockIssuedDuringPeriodValueNewIssues,,,,7700000.0,
TreasuryStockSharesAcquired,,,,45000.0,
NoncontrollingInterestIncreaseFromBusinessCombination,,,,21600000.0,
CommonStockSharesOutstanding,,,,16652000.0,
