,2019q2,2018q4,2019q3,2019q1,2019q4
AllowanceForDoubtfulAccountsReceivableCurrent,46000.0,46000.0,46000.0,46000.0,46000.0
CashAndCashEquivalentsAtCarryingValue,2068.0,2360289.0,1541752.0,1626881.0,2280981.0
MarketableSecuritiesCurrent,4405900.0,4405900.0,3779187.0,4405900.0,3417604.0
AccountsReceivableNetCurrent,1397891.0,109432.0,1332353.0,1163316.0,1272400.0
PropertyPlantAndEquipmentNet,2305740.0,10089.0,,,
InventoryNet,1354083.0,1354083.0,2378720.0,1354083.0,2578914.0
TemporaryEquityParOrStatedValuePerShare,0.01,,0.01,0.01,0.01
PrepaidExpenseAndOtherAssetsCurrent,395005.0,114725.0,105013.0,139406.0,182364.0
TemporaryEquitySharesAuthorized,100000000.0,,100000000.0,100000000.0,100000000.0
RealEstateInvestmentPropertyAtCost,452610000.0,303402000.0,474734000.0,452610000.0,565394000.0
AssetsCurrent,8690631.0,43625.0,8960741.0,8914229.0,9732263.0
Land,250000.0,250000.0,250000.0,59663000.0,110287000.0
AccountsPayableRelatedPartiesCurrent,857421.0,857421.0,,,
RealEstateInvestmentPropertyAccumulatedDepreciation,46438000.0,36830000.0,41279000.0,25013000.0,41279000.0
RealEstateInvestmentPropertyNet,411331000.0,310235000.0,423058000.0,278389000.0,508063000.0
BuildingsAndImprovementsNet,1807339.0,,,,
Cash,5394000.0,12915000.0,89117000.0,5394000.0,25720000.0
EquipmentFurnishingsLeaseholdImprovementsNet,498401.0,531241.0,,800127.0,802932.0
AccruedCompensationRelatedPartyCurrent,1850000.0,1700000.0,,,
CommonStockParOrStatedValuePerShare,0.0001,0.01,0.01,0.01,0.01
EscrowDeposit,7200000.0,3875000.0,8775000.0,5074000.0,8571000.0
IntangibleAssetsNetExcludingGoodwill,122941.0,126673.0,118778.0,125813.0,122941.0
RestrictedCash,1750000.0,1174000.0,2375000.0,1759000.0,2510000.0
CommonStockSharesAuthorized,25000000.0,25000000.0,900000000.0,900000000.0,900000000.0
DeferredTaxAssetsLiabilitiesNetCurrent,396387.0,396387.0,332017.0,396387.0,332017.0
DeferredRentAssetNetCurrent,35339000.0,25057000.0,34931000.0,27619000.0,37940000.0
CommonStockSharesIssued,113405751.0,14986367.0,4821876.0,4821876.0,4821876.0
CommonStockSharesOutstanding,4821876.0,113405751.0,4821876.0,3819201.0,15197563.0
OtherAssets,5931000.0,4782000.0,5931000.0,5931000.0,5931000.0
AccountsPayableCurrent,585694.0,37559.0,585694.0,818029.0,585694.0
Assets,473506000.0,11779334.0,492708000.0,11779334.0,470163000.0
AccruedLiabilitiesCurrent,893192.0,893192.0,614518.0,893192.0,632706.0
CustomerDepositsCurrent,344098.0,,,,
SecuredLongTermDebt,288036000.0,195431000.0,288993000.0,288993000.0,288993000.0
LongTermDebtCurrent,156119.0,156119.0,162816.0,161102.0,162816.0
AccruedIncomeTaxesCurrent,6272.0,8256.0,6272.0,84621.0,6272.0
LineOfCredit,32763000.0,20837000.0,,20837000.0,0.0
AccountsPayableAndOtherAccruedLiabilities,21996000.0,16015000.0,26577000.0,16015000.0,21996000.0
LiabilitiesCurrent,2130893.0,2216390.0,3139770.0,2582631.0,3335880.0
DeferredTaxLiabilitiesNoncurrent,370757.0,385384.0,370757.0,385384.0,370757.0
BelowMarketLeaseNet,6595000.0,6807000.0,6393000.0,6807000.0,7579000.0
LongTermDebtNoncurrent,870532.0,870532.0,707715.0,748994.0,623676.0
Liabilities,3386809.0,2144980.0,406902000.0,269811000.0,359249000.0
CommitmentsAndContingencies,,,,,
CommonStockValue,151976.0,149864.0,151976.0,149864.0,151976.0
CommonStockValueOutstanding,49000.0,49000.0,88000.0,49000.0,49000.0
AdditionalPaidInCapital,8929607.0,903664.0,8939877.0,126327000.0,249827000.0
RetainedEarningsAccumulatedDeficit,-140929000.0,-119213000.0,-471710.0,-137983000.0,-496923.0
AccumulatedOtherComprehensiveIncomeLossNetOfTax,101605.0,,,,
StockholdersEquity,7923025.0,-2091266.0,34239000.0,8330865.0,103889000.0
MinorityInterest,14467000.0,7115000.0,14467000.0,7115000.0,11947000.0
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,-1718000.0,90000.0,2860000.0,-37576000.0,115836000.0
LiabilitiesAndStockholdersEquity,12200178.0,53714.0,470163000.0,329953000.0,601846000.0
BuildingsNet,,1770394.0,,1807339.0,1692699.0
OtherLongTermDebtNoncurrent,,,,,
InterestPayableCurrentAndNoncurrent,,,,1357000.0,
CustomerAdvancesAndDepositsCurrent,,344098.0,1334306.0,344098.0,1149558.0
TemporaryEquityValueExcludingAdditionalPaidInCapital,,48868000.0,,,
PropertyPlantAndEquipment,,,10921000.0,,
Goodwill,,,3800000.0,,
IntangibleAssetsTradeName,,,,,
IntangibleAssetsOtherThanGoodwill,,,706572000.0,,
OtherIntangibleAssets,,,5280000.0,,
NoncurrentFinancialAssetsAvailableforsale,,,2650000.0,,
NoncurrentReceivables,,,9144000.0,,
CurrentTaxAssetsNoncurrent,,,1269000.0,,
NoncurrentRestrictedCashAndCashEquivalents,,,756000.0,,
NetDeferredTaxAssets,,,351000.0,,
NoncurrentAssets,,,737305000.0,,
Inventories,,,435000.0,,
CurrentTradeReceivables,,,125229000.0,,
TradeAndOtherCurrentReceivables,,,79916000.0,,
InvestmentAccountedForUsingEquityMethod,,,,,
CashAndCashEquivalents,,,89117000.0,,
CurrentRestrictedCashAndCashEquivalents,,,55858000.0,,
CurrentAssets,,,339562000.0,,
TradeAndOtherCurrentPayables,,,72142000.0,,
OtherCurrentFinancialLiabilities,,,8366000.0,,
ShorttermBorrowingsAtFairValue,,,53500000.0,,
ShorttermBorrowings,,,140559000.0,,
DerivativeFinancialLiabilities,,,,,
CurrentTaxLiabilitiesCurrent,,,17291000.0,,
CurrentLiabilities,,,318672000.0,,
LongtermBorrowingsAtFairValue,,,,,
LongtermBorrowings,,,92473000.0,,
OtherNoncurrentLiabilities,,,13898000.0,,
NetDeferredTaxLiabilities,,,27427000.0,,
NoncurrentLiabilities,,,113245000.0,,
IssuedCapital,,,39326000.0,,
SharePremium,,,580013000.0,,
OtherReserves,,,-2202000.0,,
OtherEquityInterest,,,-79696000.0,,
CapitalReserve,,,-15985000.0,,
ShareApplicationMoneyPendingAllotment,,,,,
EquityAttributableToOwnersOfParent,,,865689000.0,,
NoncontrollingInterests,,,135529000.0,,
Equity,,,1003417000.0,,
EquityAndLiabilities,,,1410319000.0,,
