,2019q2,2018q4,2019q3,2019q1,2019q4
ProfitLoss,-4473000.0,80554.0,-9745000.0,-21175000.0,-7534000.0
StockOptionPlanExpense,30548.0,21488.0,11310.0,31536.0,16394.0
InventoryLIFOReservePeriodCharge,66000.0,50601.0,18000.0,77601.0,32000.0
DepreciationDepletionAndAmortization,332147.0,4719.0,89207.0,256519.0,19235000.0
StraightLineRentAdjustments,-258000.0,-108000.0,-481000.0,-191000.0,-778000.0
AmortizationOfIntangibleAssets,341000.0,964000.0,685000.0,1304000.0,964000.0
UnrealizedGainLossOnMarketableSecuritiesCostMethodInvestmentsAndOtherInvestments,,129657.0,,,129657.0
DisposalGroupNotDiscontinuedOperationLossGainOnWriteDown,3797.0,,,,
DeferredIncomeTaxExpenseBenefit,49743.0,,,,
AmortizationOfFinancingCosts,633000.0,,508000.0,,783000.0
FairValueAdjustmentOfWarrants,48000.0,48000.0,48000.0,48000.0,48000.0
ShareBasedCompensation,288000.0,602000.0,400000.0,435000.0,875000.0
IncreaseDecreaseInAccountsReceivable,-376023.0,-35173.0,198504.0,388538.0,518699.0
IncreaseDecreaseInAccountsPayable,37559.0,-23312.0,,,
IncreaseDecreaseInInventories,118000.0,332704.0,734704.0,436802.0,952898.0
IncreaseDecreaseInAccruedSalaries,600000.0,225000.0,,,
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,255599.0,-24682.0,-289992.0,150391.0,-24682.0
IncreaseDecreaseInOtherOperatingAssets,-145000.0,-225000.0,-3856000.0,-239000.0,-3291000.0
IncreaseDecreaseInDeferredLeasingFees,-107000.0,-69000.0,-995000.0,-1208000.0,-697000.0
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,1300000.0,-270000.0,410079.0,8832000.0,-270000.0
IncreaseDecreaseInDueToRelatedParties,146224.0,,,,
IncreaseDecreaseInCustomerDeposits,265196.0,533485.0,184748.0,620303.0,434894.0
IncreaseDecreaseInAccruedTaxesPayable,-78349.0,-2813.0,6303.0,-73800.0,8472.0
PaymentsToAcquireRealEstate,5516000.0,,16896000.0,142635000.0,92327000.0
NetCashProvidedByUsedInOperatingActivities,-144692.0,-215130.0,-374493.0,1404967.0,-308108.0
PaymentsToDevelopRealEstateAssets,1353000.0,2488000.0,1668000.0,1287000.0,2488000.0
PaymentsToAcquirePropertyPlantAndEquipment,547251.0,49801000.0,129159.0,157727.0,319055.0
ProceedsFromSaleAndMaturityOfMarketableSecurities,1940010.0,184249.0,40093.0,125534.0,184249.0
ProceedsFromIssuanceOfCommonStock,169567.0,18750.0,-8000.0,52559000.0,4515000.0
