,2019q2,2018q4,2019q3,2019q1,2019q4
StockRepurchasedDuringPeriodValue,,3300000000.0,,,
NetIncomeLoss,,838000000.0,,,
NetIncomeLossAttributableToNoncontrollingInterest,,-8000000.0,,,
ProfitLoss,,848000000.0,,,
MinorityInterestPeriodIncreaseDecrease,,12000000.0,,,
OtherComprehensiveIncomeLossNetOfTax,,-292000000.0,,,
CumulativeEffectOfNewAccountingPrincipleInPeriodOfAdoption,,0.0,,,
StockIssuedDuringPeriodValueStockOptionsExercised,,-49000000.0,,,
DividendsCommonStock,,163000000.0,,,
StockholdersEquity,,15580000000.0,,,
CommonStockSharesOutstanding,,326800000.0,,,
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,,18563000000.0,,,
MinorityInterest,,257000000.0,,,
