,2019q2,2018q4,2019q3,2019q1,2019q4
ProfitLoss,,3428000000.0,,,
GainLossOnSaleOfInvestments,,-40000000.0,,,
DepreciationAmortizationAndAccretionNet,,400000000.0,,,
AmortizationOfDebtDiscountPremium,,-10000000.0,,,
IncomeLossFromEquityMethodInvestments,,30000000.0,,,
ShareBasedCompensation,,125000000.0,,,
Reductionofreserveforanticipatedfuturelossesondiscontinuedproducts,,-70000000.0,,,
AccretionAmortizationOfDiscountsAndPremiumsInvestments,,-54000000.0,,,
GainsLossesOnExtinguishmentOfDebt,,0.0,,,
GainLossOnSaleOfBusiness,,355000000.0,,,
IncreaseDecreaseInOtherReceivables,,486000000.0,,,
IncreaseDecreaseInAccruedIncomeTaxesPayable,,-15000000.0,,,
IncreaseDecreaseInOtherOperatingCapitalNet,,-136000000.0,,,
HealthCareAndInsuranceLiabilities,,-156000000.0,,,
EquityMethodInvestmentDividendsOrDistributions,,44000000.0,,,
NetCashProvidedByUsedInOperatingActivities,,2224000000.0,,,
ProceedsFromSaleAndMaturityOfMarketableSecurities,,7164000000.0,,,
PaymentsToAcquireInvestments,,6235000000.0,,,
PaymentsToAcquirePropertyPlantAndEquipment,,301000000.0,,,
PaymentsToAcquireBusinessesNetOfCashAcquired,,24000000.0,,,
NetCashProvidedByUsedInInvestingActivities,,585000000.0,,,
ProceedsFromIssuanceOfLongTermDebt,,0.0,,,
RepaymentsOfLongTermDebt,,1000000000.0,,,
CommonSharesIssuedUnderBenefitPlans,,-132000000.0,,,
PaymentsForRepurchaseOfCommonStock,,0.0,,,
PaymentsOfDividends,,491000000.0,,,
ProceedsFromPaymentsToMinorityShareholders,,9000000.0,,,
NetCashProvidedByUsedInFinancingActivities,,-14961000000.0,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,,2693000000.0,,,
CashAndCashEquivalentsAtCarryingValue,,17996000000.0,,,
InterestPaid,,301000000.0,,,
IncomeTaxesPaid,,446000000.0,,,
