,2019q2,2018q4,2019q3,2019q1,2019q4
NetIncomeLoss,41600000.0,119800000.0,79500000.0,95700000.0,128600000.0
OtherComprehensiveIncomeLossNetOfTaxPortionAttributableToParent,20200000.0,-24300000.0,35100000.0,-3800000.0,38000000.0
StockRepurchasedAndRetiredDuringPeriodValue,2400000.0,1000000.0,100000.0,1300000.0,2500000.0
StockIssuedDuringPeriodValueStockOptionsExercised,400000.0,1900000.0,700000.0,2400000.0,900000.0
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,1900000.0,4300000.0,4600000.0,5600000.0,4300000.0
DividendsCommonStockCash,18700000.0,35000000.0,15800000.0,39400000.0,47200000.0
StockholdersEquity,1736900000.0,1654400000.0,1948600000.0,982600000.0,1982600000.0
StockIssuedDuringPeriodValueNewIssues,,173300000.0,0.0,0.0,176100000.0
StockRepurchasedAndRetiredDuringPeriodShares,,,896.0,,39360.0
StockIssuedDuringPeriodSharesNewIssues,,,4356498.0,,4356498.0
StockIssuedDuringPeriodSharesRestrictedStockAwardGross,,,11136.0,,204991.0
StockIssuedDuringPeriodSharesRestrictedStockAwardForfeited,,,21417.0,,16032.0
StockIssuedDuringPeriodSharesStockOptionsExercised,,,60852.0,199667.0,60852.0
SharesTenderedInPaymentOfOptionPriceAndIncomeTaxWithholdingAmountsShares,,,16104.0,,4260.0
CommonStockDividendsPerShareDeclared,,,0.62,,0.31
TaxCutsAndJobsActOf2017ReclassificationFromAOCIToRetainedEarnings,,,0.0,,0.0
StockIssuedDuringPeriodValueShareBasedCompensation,,,0.0,,0.0
StockIssuedDuringPeriodValueShareBasedCompensationForfeited,,,0.0,,0.0
CommonStockValue,,,,386000000.0,
StockIssuedDuringPeriodValueRestrictedStockAwardGross,,,,0.0,
StockIssuedDuringPeriodValueRestrictedStockAwardForfeitures,,,,0.0,
AdjustmentsToAdditionalPaidInCapitalTaxEffectFromShareBasedCompensation,,,,2200000.0,
