,2019q2,2018q4,2019q3,2019q1,2019q4
PaymentsForIssuanceofPreferredStockUnits,-10000.0,-7933000.0,-2721000.0,,-2722000.0
PreferredUnitscommitmentfeesanddividendspaidinkind,0.0,,0.0,,0.0
StockIssuedDuringPeriodValueShareBasedCompensation,15721000.0,,14957000.0,,17743000.0
DividendsPreferredStockPaid,2721000.0,8164000.0,128000.0,15000000.0,128000.0
AdjustmentsToAdditionalPaidInCapitalIncreaseInCarryingAmountOfRedeemablePreferredStock,1596000.0,4429000.0,94032000.0,-32696000.0,-8848000.0
TreasuryStockValueAcquiredCostMethod,32212000.0,,84284000.0,30672000.0,21247000.0
AdjustmentsRelatedToTaxWithholdingForShareBasedCompensation,454000.0,2862000.0,,,
NetIncomeLoss,-94032000.0,22003000.0,43444000.0,7240000.0,-16664000.0
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,1571718000.0,1810329000.0,1746309000.0,1894686000.0,1571718000.0
ProceedsFromIssuanceOfPreferredStockAndPreferenceStock,,148500000.0,,,-148500000.0
StockGrantedDuringPeriodValueSharebasedCompensation,,50883000.0,,185386000.0,
PreferredUnitsIssuanceCostsandDiscounts,,,-10000.0,,7933000.0
AdjustmentsToAdditionalPaidInCapitalConvertibleDebtWithConversionFeature,,,1637000.0,,1438000.0
TreasuryStockSharesAcquired,,,21700000.0,,4800000.0
UnitsIssuedDuringPeriodValue,,,,121370000.0,
AdjustmentsToMembersEquityUnitIssuanceCosts,,,,1022000.0,
UnitsGrantedValueUnitBasedCompensationNetOfForfeitures,,,,14922000.0,
StockRepurchasedDuringPeriodValue,,,,8429000.0,
AdjustmentsToAdditionalPaidInCapitalSettlementOfReceivablesDueFromOfficers,,,,5562000.0,
AdjustmentsToAdditionalPaidInCapitalDeferredTaxLiabilityDueToCorporateReorganization,,,,135306000.0,
StockIssuedDuringPeriodValueNewIssues,,,,728333000.0,
StockIssuedDuringPeriodValuePrivatePlacement,,,,456999000.0,
PreferredStockValue,,,,148500000.0,
PreferredStockValueIssuedIssuanceCosts,,,,-7915000.0,
AdjustmentsToAdditionalPaidInCapitalCommonStockIssuedIssuanceCosts,,,,319000.0,
AdjustmentsToAdditionalPaidInCapitalPreferredStockIssuedIssuanceCosts,,,,1233000.0,
DividendsPreferredStockAccrued,,,,2958000.0,
PreferredStockAccretionOfRedemptionDiscount,,,,1041000.0,
IncomeLossIncludingPortionAttributableToNoncontrollingInterest,,,,-44408000.0,
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationOtherLongtermIncentivePlansRequisiteServicePeriodRecognition,,,,-5327000.0,
StockholdersEquity,,,,1616765000.0,
