,2019q2,2018q4,2019q3,2019q1,2019q4
NetIncomeLoss,-51995000.0,-29796000.0,43444000.0,,65150000.0
DepreciationDepletionAndAmortization,118770000.0,94220000.0,237138000.0,435775000.0,114996000.0
ExplorationAbandonmentAndImpairmentExpense,3923000.0,5684000.0,5922000.0,15808000.0,26166000.0
ImpairmentOfLongLivedAssetsHeldForUse,8248000.0,0.0,128000.0,70928000.0,0.0
GainLossOnSaleOfPropertyPlantEquipment,0.0,-451000.0,319000.0,-500000.0,59849000.0
AmortizationOfFinancingCostsAndDiscounts,1498000.0,3181000.0,11368000.0,13250000.0,3799000.0
AmortizationOfAboveAndBelowMarketLeases,0.0,-229000.0,0.0,348000.0,0.0
GainLossOnDerivativeInstrumentsNetPretax,-122091000.0,-35913000.0,-48572000.0,-100947000.0,39383000.0
DerivativeCashReceivedOnHedgeOperatingActivities,-3538000.0,-8893000.0,-54279000.0,-11985000.0,-18527000.0
DerivativeCostOfHedgeOperatingActivities,12117000.0,0.0,17271000.0,475000.0,2852000.0
IncomeLossFromEquityMethodInvestments,339000.0,256000.0,1043000.0,415000.0,1886000.0
EquityMethodInvestmentDividendsOrDistributions,1751000.0,1684000.0,1990000.0,415000.0,2630000.0
DebtInstrumentMakeWholeProvisionOperatingActivities,0.0,35600000.0,35600000.0,0.0,0.0
DeferredIncomeTaxExpenseBenefit,-29000000.0,-7556000.0,-13900000.0,66850000.0,6700000.0
ShareBasedCompensation,13008000.0,46707000.0,27945000.0,68349000.0,39306000.0
IncreaseDecreaseInAccountsReceivableTradeOtherThanOilAndGas,15351000.0,-4573000.0,-4163000.0,-8562000.0,-4573000.0
IncreaseDecreaseInAccountsReceivableOilNaturalGasAndNglSales,-1627000.0,13865000.0,66000.0,18128000.0,-16293000.0
IncreaseDecreaseInInventoriesAndPrepaidExpenses,-136000.0,637000.0,812000.0,1110000.0,3479000.0
IncreaseDecreaseInAccountsPayableAndAccruedLiabilitiesExcludingInterestRevenueAndTaxes,-10638000.0,1653000.0,-10248000.0,31202000.0,-14780000.0
IncreaseDecreaseInDeferredRevenue,26660000.0,60946000.0,-23553000.0,-6602000.0,-21723000.0
IncreaseDecreaseInPropertyAndOtherTaxesPayable,24845000.0,49657000.0,19741000.0,79106000.0,49657000.0
IncreaseDecreaseInInterestPayableNet,-4429000.0,-5015000.0,-2602000.0,19171000.0,-5015000.0
IncreaseDecreaseInAssetRetirementObligations,-1927000.0,-1408000.0,-8047000.0,-13669000.0,-9437000.0
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,134111000.0,468362000.0,218444000.0,,
PaymentsForCapitalImprovementsOilAndGasProperties,188027000.0,1015700000.0,314975000.0,958399000.0,774787000.0
ProceedsFromSaleOfOilAndGasPropertyAndEquipment,16521000.0,72345000.0,72300000.0,80879000.0,72300000.0
PaymentsToAcquireGatheringSystemsAndFacilities,49175000.0,41359000.0,16055000.0,4452000.0,41359000.0
PaymentsForCapitalImprovementsOtherPropertyAndEquipment,1157000.0,1923000.0,25161000.0,15991000.0,11944000.0
PaymentsToAcquireInterestInSubsidiariesAndAffiliates,4929000.0,6000000.0,14962000.0,0.0,22487000.0
ProceedsFromEquityMethodInvestmentDividendsOrDistributionsReturnOfCapital,1448000.0,116000.0,0.0,0.0,569000.0
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,-232375000.0,-1037262000.0,-465869000.0,,
ProceedsFromLongTermLinesOfCredit,65000000.0,250000000.0,430000000.0,263000000.0,590000000.0
RepaymentsOfLinesOfCredit,25000000.0,390000000.0,330000000.0,,390000000.0
ProceedsFromIssuanceOfSeniorLongTermDebt,0.0,394000000.0,739664000.0,550000000.0,0.0
EarlyRepaymentOfSubordinatedDebt,0.0,0.0,0.0,430000000.0,0.0
ProceedsFromIssuanceOfPrivatePlacement,0.0,-35600000.0,-35600000.0,121370000.0,-35600000.0
PreferredUnitissuanceCosts,10000.0,6933000.0,,,
PaymentsForIssuanceofPreferredStockUnits,0.0,-7933000.0,,0.0,
PaymentsForRepurchaseOfEquity,32212000.0,0.0,116496000.0,,4434000.0
PaymentsRelatedToTaxWithholdingForShareBasedCompensation,454000.0,2832000.0,582000.0,0.0,2862000.0
PaymentsOfDividendsPreferredStockAndPreferenceStock,2721000.0,8164000.0,5443000.0,,8164000.0
PaymentsOfDebtIssuanceCosts,2303000.0,3273000.0,3521000.0,3166000.0,2055000.0
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,154426000.0,378729000.0,240260000.0,,
CashAndCashEquivalentsPeriodIncreaseDecreaseExcludingExchangeRateEffect,8595000.0,-516797000.0,-199079000.0,,-177258000.0
CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents,15363000.0,274065000.0,234986000.0,97106000.0,274065000.0
CapitalExpendituresIncurredButNotYetPaid,137443000.0,148156000.0,223527000.0,105450000.0,148156000.0
InterestPaid,25265000.0,44703000.0,45648000.0,84224000.0,
PreferredStockAccretionOfRedemptionDiscount,1438000.0,4429000.0,3233000.0,5984000.0,4915000.0
GainLossOnDispositionOfAssets1,,0.0,,,83612000.0
PaymentsToAcquireOilAndGasPropertyAndEquipment,,0.0,,419009000.0,
ProceedsFromSaleOfOtherAssetsInvestingActivities,,0.0,,,1010000.0
ProceedsFromIssuanceOfPreferredStockAndPreferenceStock,,148500000.0,,0.0,-99000000.0
PaymentsOfStockIssuanceCosts,,1486000.0,,9000.0,
PaymentsOfDebtExtinguishmentCosts,,0.0,35329000.0,0.0,35329000.0
PromissoryNotesIssuedToOfficers,,0.0,-35329000.0,,-35329000.0
NoncashOrPartNoncashAcquisitionInvestmentsAcquired1,,0.0,,0.0,
DividendsPayableCurrentAndNoncurrent,,484000.0,,,
GainLossOnRepurchaseOfDebtInstrument,,,3169000.0,,0.0
NoncashLeaseExpense,,,5058000.0,,7739000.0
RepaymentsOfSeniorDebt,,,0.0,,39325000.0
PreferredUnitscommitmentfeesanddividendspaidinkind,,,0.0,0.0,0.0
IncomeLossIncludingPortionAttributableToNoncontrollingInterest,,,,-226107000.0,
GainLossOnSaleOfAssetsOfUnconsolidatedSubsidiary,,,,83612000.0,
PaymentforDebtExtinguishmentorDebtPrepaymentCostOperatingActivities,,,,0.0,
NetCashProvidedByUsedInOperatingActivities,,,,120688000.0,356561000.0
ProceedsFromDivestitureOfBusinessesAndInterestsInAffiliates,,,,83612000.0,
NetCashProvidedByUsedInInvestingActivities,,,,-873608000.0,-706868000.0
RepaymentsOfLongTermLinesOfCredit,,,,475000000.0,
RepaymentsOfLongTermDebt,,,,0.0,
PaymentsforMakeWholePremiumOnLongTermDebt,,,,0.0,
PaymentsForRepurchaseOfPrivatePlacement,,,,2867000.0,
ProceedsFromIssuanceOfCommonStock,,,,0.0,
ProceedsFromIssuanceOfSeriesaPreferredUnits,,,,0.0,
PaymentsForRepurchaseOfSeriesaPreferredUnits,,,,88688000.0,
ProceedsFromIssuanceOfSeriesBPreferredUnits,,,,0.0,
NetCashProvidedByUsedInFinancingActivities,,,,1286750000.0,173049000.0
CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsPeriodIncreaseDecreaseExcludingExchangeRateEffect,,,,533830000.0,-177258000.0
IssuanceOfNotesToUnconsolidatedSubsidiaries,,,,0.0,
NoncashOrPartNoncashTransactionExtinguishmentOfNoteForEquityInterest,,,,0.0,
EscrowDepositWriteOffRelatedToPropertyAcquisition,,,,0.0,
NotesReduction,,,,0.0,
IncreaseDecreaseinDividendsPayable,,,,0.0,
GainLossOnSaleOfAssetsOfUnconsolidatedSubsidiaryExcludingPropertyPlantAndEquipment,,,,,1010000.0
PreferredUnitIssuanceCosts,,,,,6933000.0
InterestPaidNet,,,,,71878000.0
IncreaseDecreaseInContractWithCustomerAsset,,,,,22175000.0
