,2019q2,2018q4,2019q3,2019q1,2019q4
RevenueFromContractWithCustomerExcludingAssessedTax,230215000.0,,443974000.0,180861000.0,772571000.0
OperatingLeaseExpense,20703000.0,,41477000.0,36743000.0,61760000.0
ProductionTaxExpense,20323000.0,16290000.0,18580000.0,20730000.0,21605000.0
ExplorationExpense,7267000.0,7181000.0,13287000.0,36422000.0,21326000.0
DepreciationDepletionAndAmortization,118770000.0,94220000.0,237138000.0,205348000.0,352134000.0
ImpairmentOfLongLivedAssetsHeldForUse,8248000.0,675000.0,11233000.0,23425000.0,11233000.0
GainLossOnSaleOfAssetsOfUnconsolidatedSubsidiary,222000.0,0.0,59902000.0,,1011000.0
GeneralAndAdministrativeExpense,27652000.0,100565000.0,34231000.0,232388000.0,100565000.0
CostsAndExpenses,183008000.0,462381000.0,139374000.0,745253000.0,139999000.0
OperatingIncomeLoss,47207000.0,-35767000.0,13656000.0,-21897000.0,310190000.0
GainLossOnDerivativeInstrumentsNetPretax,-122091000.0,-37875000.0,-139839000.0,-100947000.0,-175752000.0
InterestExpense,13008000.0,20725000.0,82504000.0,51889000.0,20725000.0
OtherNonoperatingIncomeExpense,328000.0,891000.0,1994000.0,5099000.0,1827000.0
NonoperatingIncomeExpense,-133956000.0,-52064000.0,-78144000.0,-126785000.0,-54811000.0
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,-66095000.0,34303000.0,-64488000.0,-485281000.0,87350000.0
IncomeTaxExpenseBenefit,-29000000.0,-17106000.0,-13900000.0,66850000.0,20600000.0
NetIncomeLoss,-51995000.0,-29796000.0,8848000.0,-51995000.0,65150000.0
EarningsPerShareBasicAndDiluted,-0.32,0.03,-0.29,0.56,0.17
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,174213000.0,171845000.0,175762000.0,174748000.0,175269000.0
OilAndCondensateRevenue,,619211000.0,,,
NaturalGasProductionRevenue,,66991000.0,,,
NaturalGasLiquidsRevenue,,24114000.0,,,
OilAndGasRevenue,,180861000.0,,,
LeaseOperatingExpense,,15465000.0,,,
GasGatheringTransportationMarketingAndProcessingCosts,,11786000.0,,,
BusinessCombinationAcquisitionRelatedCosts,,0.0,,0.0,
NetIncomeLossAttributableToNoncontrollingInterest,,,8072000.0,0.0,13849000.0
ProfitLoss,,,43147000.0,,-18698000.0
PreferredStockDividendsAndOtherAdjustments,,,-4359000.0,-16869000.0,-12593000.0
NetIncomeLossAttributableToCommonShareholders,,,-51504000.0,,-43592000.0
OtherCostAndExpenseOperating,,,,0.0,
GainLossOnSaleOfPropertyandEquipmentandAssetsOfUnconsolidatedSubsidiary,,,,136834000.0,
IncomeLossIncludingPortionAttributableToNoncontrollingInterest,,,,121855000.0,
NetIncomeLossAvailableToCommonStockholdersBasic,,,,-230106000.0,
