,2019q2,2018q4,2019q3,2019q1,2019q4
NetIncomeLoss,478000000.0,388317000.0,461100000.0,895500000.0,193100000.0
DepreciationDepletionAndAmortization,51000000.0,105441000.0,103100000.0,104700000.0,156000000.0
ShareBasedCompensation,82400000.0,380144000.0,213700000.0,427400000.0,330800000.0
OtherNoncashIncomeExpense,4200000.0,-44016000.0,-110700000.0,-12100000.0,82700000.0
IncreaseDecreaseInDeferredIncomeTaxes,6400000.0,108242000.0,15500000.0,-318800000.0,33500000.0
IncreaseDecreaseInAccountsReceivable,106100000.0,228605000.0,256800000.0,268900000.0,460900000.0
IncreaseDecreaseInInventories,58600000.0,281624000.0,182100000.0,387900000.0,281600000.0
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,-69300000.0,87817000.0,-59400000.0,113300000.0,87800000.0
IncreaseDecreaseInContractWithCustomerLiability,426500000.0,-29462000.0,-84200000.0,-194500000.0,-29500000.0
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,-19600000.0,-28908000.0,67000000.0,254000000.0,179900000.0
AdjustmentsToReconcileNetIncomeLossToCashProvidedByUsedInOperatingActivities,140800000.0,-284829000.0,431100000.0,-249300000.0,318800000.0
NetCashProvidedByUsedInOperatingActivities,897000000.0,740163000.0,1085300000.0,1485900000.0,1642600000.0
PaymentsToAcquireMarketableSecurities,601300000.0,883748000.0,1181200000.0,809400000.0,2834900000.0
ProceedsFromSaleAndMaturityOfMarketableSecurities,338400000.0,379275000.0,462200000.0,775600000.0,644100000.0
PaymentsToAcquireProductiveAssets,74300000.0,297638000.0,191400000.0,272600000.0,297600000.0
NetCashProvidedByUsedInInvestingActivities,-425400000.0,-669436000.0,-910400000.0,-1046800000.0,-1819100000.0
ProceedsFromIssuanceOfCommonStock,13400000.0,87408000.0,155100000.0,126700000.0,163500000.0
PaymentsRelatedToTaxWithholdingForShareBasedCompensation,0.0,77096000.0,31900000.0,143200000.0,40500000.0
PaymentsForRepurchaseOfCommonStock,0.0,4378000.0,0.0,4400000.0,29400000.0
NetCashProvidedByUsedInFinancingActivities,119900000.0,5934000.0,2200000.0,-700500000.0,5900000.0
CashAndCashEquivalentsPeriodIncreaseDecrease,240800000.0,275110000.0,,655000000.0,
CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents,1721000000.0,825233000.0,930400000.0,825200000.0,825200000.0
PaymentsForProceedsFromOtherInvestingActivities,,0.0,,10000000.0,10000000.0
ProceedsFromRepaymentsOfLongTermDebtAndCapitalSecurities,,0.0,,5100000.0,
RepaymentsOfLongTermDebtAndCapitalSecurities,,19925000.0,,32800000.0,
CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsPeriodIncreaseDecreaseIncludingExchangeRateEffect,,,105200000.0,,-82900000.0
RepaymentsOfConvertibleDebt,,,,12900000.0,
PaymentsForRepurchaseOfWarrants,,,,643400000.0,
InterestPaidNet,,,,5500000.0,
IncomeTaxesPaidNet,,,,481400000.0,
