,2019q2,2018q4,2019q3,2019q1,2019q4
RevenueFromContractWithCustomerExcludingAssessedTax,166028000.0,,109750000.0,,181532000.0
CostOfGoodsAndServicesSold,28172000.0,11071000.0,30243000.0,,48001000.0
GrossProfit,123169000.0,122696000.0,69166000.0,,133531000.0
SellingAndMarketingExpense,75413000.0,28050000.0,36537000.0,,36080000.0
ResearchAndDevelopmentExpense,89854000.0,16588000.0,68008000.0,,39387000.0
GeneralAndAdministrativeExpense,27082000.0,26533000.0,30979000.0,,19562000.0
OperatingExpenses,91793000.0,211606000.0,198631000.0,,74245000.0
OperatingIncomeLoss,-30577000.0,-88910000.0,-53783000.0,,-38714000.0
InvestmentIncomeNet,959000.0,227000.0,2477000.0,,2459000.0
InterestExpense,9000.0,5652000.0,4940000.0,,5652000.0
OtherNonoperatingIncomeExpense,895000.0,-400000.0,-711000.0,,-1424000.0
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,-33378000.0,-91050000.0,-74055000.0,,-76144000.0
IncomeTaxExpenseBenefit,1287000.0,-33000.0,-3341000.0,,680000.0
NetIncomeLoss,-26555000.0,-69985000.0,-26555000.0,,-22487000.0
EarningsPerShareBasicAndDiluted,-0.61,-1.78,-1.07,,-2.03
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,52034596.0,51431021.0,55647707.0,,52702526.0
Revenues,,64985000.0,,,
