,2019q2,2018q4,2019q3,2019q1,2019q4
AllowanceForDoubtfulAccountsReceivableCurrent,1238000.0,1238000.0,1539000.0,,1539000.0
CashAndCashEquivalentsAtCarryingValue,69305000.0,139490000.0,147831000.0,,151307000.0
AvailableForSaleSecuritiesDebtSecuritiesCurrent,318139000.0,217072000.0,318139000.0,,274560000.0
AccountsReceivableNetCurrent,72808000.0,46872000.0,72808000.0,,72808000.0
DeferredCostsCurrent,15878000.0,11820000.0,15878000.0,,15878000.0
PrepaidExpenseAndOtherAssetsCurrent,11580000.0,5884000.0,11580000.0,,11580000.0
AssetsCurrent,566236000.0,587464000.0,566236000.0,,525621000.0
TreasuryStockShares,99371.0,99371.0,99371.0,,99371.0
TreasuryStockAcquiredAverageCostPerShare,13.27,13.27,13.27,,13.27
PropertyPlantAndEquipmentNet,73664000.0,59557000.0,73664000.0,,59418000.0
OperatingLeaseRightOfUseAsset,12378000.0,,11698000.0,,0.0
Goodwill,41878000.0,1700000.0,41878000.0,,41878000.0
FiniteLivedIntangibleAssetsNet,14223000.0,965000.0,15894000.0,,15894000.0
DeferredIncomeTaxAssetsNet,1753000.0,701000.0,1897000.0,,1193000.0
OtherAssetsNoncurrent,22352000.0,8436000.0,34611000.0,,43123000.0
Assets,432844000.0,415196000.0,733476000.0,,733476000.0
AccountsPayableCurrent,2080000.0,2261000.0,2153000.0,,2124000.0
EmployeeRelatedLiabilitiesCurrent,24122000.0,17433000.0,25670000.0,,31335000.0
OperatingLeaseLiabilityCurrent,0.0,,3729000.0,,4180000.0
AccruedLiabilitiesCurrent,20138000.0,12169000.0,14169000.0,,14169000.0
ContractWithCustomerLiabilityCurrent,122333000.0,,131024000.0,,137789000.0
LiabilitiesCurrent,164637000.0,172335000.0,164637000.0,,204522000.0
DeferredRentCreditNoncurrent,0.0,2183000.0,0.0,,2567000.0
DeferredIncomeTaxLiabilitiesNet,109000.0,18000.0,114000.0,,106000.0
OperatingLeaseLiabilityNoncurrent,0.0,,9002000.0,,9044000.0
ContractWithCustomerLiabilityNoncurrent,15443000.0,,19175000.0,,14601000.0
ConvertibleDebtNoncurrent,216858000.0,0.0,216858000.0,,226690000.0
OtherLiabilitiesNoncurrent,55213000.0,55213000.0,61605000.0,,69399000.0
Liabilities,486373000.0,221703000.0,468910000.0,,468910000.0
CommitmentsAndContingencies,,,,,
AdditionalPaidInCapital,754612000.0,638680000.0,754612000.0,,754612000.0
TreasuryStockValue,1319000.0,1319000.0,1319000.0,,1319000.0
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-159000.0,-380000.0,-174000.0,,189000.0
RetainedEarningsAccumulatedDeficit,-488607000.0,-535490000.0,-488607000.0,,-488607000.0
StockholdersEquity,247868000.0,197245000.0,247657000.0,,218835000.0
LiabilitiesAndStockholdersEquity,733476000.0,670670000.0,733476000.0,,733476000.0
DeferredRevenueCurrent,,114500000.0,,,
DeferredRevenueNoncurrent,,22930000.0,,,
