,2019q2,2018q4,2019q3,2019q1,2019q4
NetIncomeLoss,242000000.0,-36000000.0,458000000.0,286000000.0,150000000.0
DepreciationDepletionAndAmortization,96000000.0,261000000.0,173000000.0,349000000.0,331000000.0
AmortizationOfFinancingCostsAndDiscounts,6000000.0,16000000.0,13000000.0,19000000.0,20000000.0
DerivativeInstrumentsNotDesignatedAsHedgingInstrumentsGainLossNet,-50000000.0,-53000000.0,-52000000.0,36000000.0,30000000.0
GainLossOnSaleOfDerivatives,5000000.0,14000000.0,-7000000.0,3000000.0,6000000.0
GainLossOnSalesOfAssetsAndAssetImpairmentCharges,0.0,,-3000000.0,,-6000000.0
IncreaseDecreaseInAccountsAndOtherReceivables,-106000000.0,69000000.0,-71000000.0,99000000.0,-37000000.0
IncreaseDecreaseInAccountsReceivableRelatedParties,-48000000.0,-141000000.0,-142000000.0,99000000.0,-47000000.0
IncreaseDecreaseInAdvancesToAffiliate,60000000.0,37000000.0,70000000.0,-1000000.0,75000000.0
IncreaseDecreaseInInventories,-12000000.0,-29000000.0,-9000000.0,60000000.0,2000000.0
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,-182000000.0,13000000.0,-62000000.0,179000000.0,-106000000.0
IncreaseDecreaseInDueToAffiliates,-17000000.0,11000000.0,-10000000.0,1000000.0,4000000.0
IncreaseDecreaseInDeferredRevenue,-7000000.0,11000000.0,-11000000.0,7000000.0,56000000.0
IncreaseDecreaseInOtherOperatingCapitalNet,5000000.0,6000000.0,12000000.0,4000000.0,5000000.0
NetCashProvidedByUsedInOperatingActivities,206000000.0,928000000.0,450000000.0,1423000000.0,656000000.0
PaymentsToAcquirePropertyPlantAndEquipment,280000000.0,554000000.0,327000000.0,2306000000.0,1123000000.0
PaymentsForProceedsFromOtherInvestingActivities,0.0,,1000000.0,0.0,0.0
NetCashProvidedByUsedInInvestingActivities,-281000000.0,-554000000.0,-327000000.0,-771000000.0,-1124000000.0
ProceedsFromContributionsFromParent,164000000.0,81000000.0,806000000.0,129000000.0,949000000.0
PaymentsOfCapitalDistribution,0.0,350000000.0,848000000.0,0.0,1052000000.0
NetCashProvidedByUsedInFinancingActivities,0.0,1139000000.0,25000000.0,2637000000.0,-269000000.0
CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsPeriodIncreaseDecreaseExcludingExchangeRateEffect,17000000.0,105000000.0,302000000.0,212000000.0,105000000.0
CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents,756000000.0,358000000.0,756000000.0,544000000.0,185000000.0
GainsLossesonModificationorExtinguishmentofDebt,,-42000000.0,,-42000000.0,
IncreaseDecreaseInOtherOperatingActivitiesAffiliate,,7000000.0,,12000000.0,
ProceedsFromIssuanceOfDebt,,2314000000.0,,5443000000.0,
RepaymentsOfDebt,,703000000.0,,703000000.0,
PaymentsOfDebtIssuanceCosts,,29000000.0,,0.0,
