,2019q2,2018q4,2019q3,2019q1,2019q4
RevenueFromContractWithCustomerExcludingAssessedTax,164300000.0,308500000.0,177700000.0,195500000.0,165600000.0
CostOfGoodsAndServicesSold,119600000.0,276200000.0,157500000.0,553000000.0,163700000.0
GrossProfit,29300000.0,162700000.0,58300000.0,45200000.0,11800000.0
SellingGeneralAndAdministrativeExpense,37700000.0,146500000.0,32500000.0,168100000.0,40000000.0
OperatingIncomeLoss,-8900000.0,16200000.0,-5200000.0,-17400000.0,-800000.0
InterestExpense,1000000.0,800000.0,2000000.0,1500000.0,800000.0
OtherNonoperatingIncomeExpense,-600000.0,-2200000.0,-500000.0,,-1200000.0
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,-10500000.0,-31000000.0,2000000.0,-20900000.0,-44000000.0
IncomeTaxExpenseBenefit,-300000.0,-12300000.0,-3000000.0,-6000000.0,-1700000.0
IncomeLossFromContinuingOperations,-16600000.0,8000000.0,-11300000.0,-22600000.0,-4200000.0
DiscontinuedOperationIncomeLossFromDiscontinuedOperationDuringPhaseOutPeriodNetOfTax,0.0,,7600000.0,9900000.0,4600000.0
DiscontinuedOperationGainLossOnDisposalOfDiscontinuedOperationNetOfTax,0.0,,0.0,-153800000.0,0.0
IncomeLossFromDiscontinuedOperationsNetOfTaxAttributableToReportingEntity,0.0,,9400000.0,25400000.0,7600000.0
NetIncomeLoss,-10400000.0,,-10400000.0,-41800000.0,10500000.0
IncomeLossFromContinuingOperationsPerBasicShare,-0.63,-0.76,-0.43,-0.73,-1.65
DiscontinuedOperationIncomeLossFromDiscontinuedOperationNetOfTaxPerBasicShare,0.0,,0.35,-0.91,0.31
EarningsPerShareBasic,-0.63,,0.56,-6.27,0.31
IncomeLossFromContinuingOperationsPerDilutedShare,-0.4,0.31,0.2,-0.58,0.13
DiscontinuedOperationIncomeLossFromDiscontinuedOperationNetOfTaxPerDilutedShare,0.0,,0.29,-5.54,0.47
EarningsPerShareDiluted,-0.63,,0.4,-0.44,0.3
ImpairmentOfIntangibleAssetsFinitelived,,12500000.0,,,
OtherNonoperatingExpense,,,,2900000.0,
