,2019q2,2018q4,2019q3,2019q1,2019q4
RevenueFromContractWithCustomerExcludingAssessedTax,2027756000.0,6773378000.0,2806631000.0,9493849000.0,8433248000.0
CostOfGoodsAndServicesSold,1176019000.0,3901794000.0,2958208000.0,5262207000.0,1411364000.0
SellingGeneralAndAdministrativeExpense,337361000.0,874957000.0,376874000.0,1303144000.0,352725000.0
DepreciationAndAmortization,292285000.0,710836000.0,253376000.0,951194000.0,924180000.0
OperatingIncomeLoss,274146000.0,1530774000.0,456895000.0,419697000.0,1783276000.0
InterestAndOtherIncome,7733000.0,16756000.0,20831000.0,20856000.0,26662000.0
InterestExpense,67878000.0,236252000.0,149742000.0,299982000.0,236252000.0
IncomeLossFromEquityMethodInvestments,28752000.0,95169000.0,66739000.0,156247000.0,170393000.0
OtherNonoperatingIncomeExpense,-5088000.0,5923000.0,9755000.0,11107000.0,5923000.0
NonoperatingIncomeExpense,-62025000.0,15354000.0,-93698000.0,-79009000.0,10658000.0
ProfitLoss,256806000.0,,466295000.0,1815792000.0,810391000.0
NetIncomeLossAttributableToNoncontrollingInterest,7125000.0,,0.0,4750000.0,0.0
NetIncomeLoss,249681000.0,1337094000.0,466295000.0,288039000.0,810391000.0
EarningsPerShareBasic,1.03,3.51,3.45,1.72,3.88
EarningsPerShareDiluted,1.02,7.05,2.25,1.71,3.86
WeightedAverageNumberOfSharesOutstandingBasic,212610000.0,209054000.0,212139000.0,,209477000.0
WeightedAverageNumberOfDilutedSharesOutstanding,213602000.0,211973000.0,212509000.0,,210032000.0
OtherComprehensiveIncomeLossForeignCurrencyTransactionAndTranslationAdjustmentNetOfTax,1160000.0,-13840000.0,-10361000.0,-14251000.0,-3479000.0
OtherComprehensiveIncomeLossPensionAndOtherPostretirementBenefitPlansAdjustmentNetOfTax,-7760000.0,-6949000.0,-5796000.0,-7643000.0,12456000.0
OtherComprehensiveIncomeLossCashFlowHedgeGainLossAfterReclassificationAndTaxParent,142530000.0,110576000.0,-68900000.0,411223000.0,36946000.0
OtherComprehensiveIncomeLossNetOfTax,151450000.0,234144000.0,-25439000.0,411949000.0,34620000.0
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,305560000.0,,711322000.0,2207352000.0,597175000.0
ComprehensiveIncomeNetOfTaxAttributableToNoncontrollingInterest,7125000.0,,0.0,4750000.0,0.0
ComprehensiveIncomeNetOfTax,298435000.0,986986000.0,383910000.0,1517573000.0,1287122000.0
IncomeLossFromSubsidiariesNetOfTax,,,,-21700000.0,
