,2019q2,2018q4,2019q3,2019q1,2019q4
ProceedsfromThirdPartyFinancingActivities,0.0,,341000000.0,,341000000.0
NetIncomeLoss,172000000.0,575000000.0,186000000.0,408000000.0,575000000.0
Depreciation,29000000.0,87000000.0,58000000.0,117000000.0,87000000.0
IncomeLossFromEquityMethodInvestmentsNetOfDividendsOrDistributions,-2000000.0,5000000.0,-3000000.0,-1000000.0,5000000.0
OtherNoncashIncomeExpense,38000000.0,-5000000.0,38000000.0,-6000000.0,39000000.0
IncreaseDecreaseInAccountsReceivable,-4000000.0,9000000.0,-6000000.0,8000000.0,9000000.0
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,-9000000.0,1000000.0,-12000000.0,,1000000.0
IncreaseDecreaseInAccountsPayable,-4000000.0,8000000.0,-3000000.0,14000000.0,8000000.0
IncreaseDecreaseInInterestPayableNet,-5000000.0,2000000.0,2000000.0,7000000.0,-3000000.0
IncreaseDecreaseInContractWithCustomerLiability,29000000.0,29000000.0,-46000000.0,,-44000000.0
IncreaseDecreaseInOtherAccruedLiabilities,2000000.0,3000000.0,8000000.0,1000000.0,18000000.0
NetCashProvidedByUsedInOperatingActivities,205000000.0,652000000.0,397000000.0,892000000.0,757000000.0
CapitalExpendituresAndInvestments,74000000.0,308000000.0,759000000.0,584000000.0,924000000.0
ProceedsFromEquityMethodInvestmentDividendsOrDistributionsReturnOfCapital,20000000.0,28000000.0,35000000.0,16000000.0,52000000.0
ProceedsFromSaleOfEquityMethodInvestments,81000000.0,,0.0,,0.0
NetCashProvidedByUsedInInvestingActivities,-533000000.0,50000000.0,-643000000.0,-695000000.0,-382000000.0
ProceedsFromIssuanceOfDebt,725000000.0,1383000000.0,860000000.0,675000000.0,1758000000.0
RepaymentsOfDebt,585000000.0,110000000.0,0.0,575000000.0,110000000.0
ProceedsFromIssuanceOfCommonLimitedPartnersUnits,9000000.0,171000000.0,42000000.0,971000000.0,114000000.0
CashContributionsFromToParentOther,-4000000.0,0.0,-3000000.0,4000000.0,-3000000.0
NetCashProvidedByUsedInFinancingActivities,329000000.0,-536000000.0,291000000.0,241000000.0,-355000000.0
CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsPeriodIncreaseDecreaseExcludingExchangeRateEffect,1000000.0,0.0,-34000000.0,-48000000.0,-85000000.0
CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents,185000000.0,2000000.0,151000000.0,185000000.0,655000000.0
IncreaseDecreaseInDeferredRevenueNoncurrentRelatedParty,,-2000000.0,,-42000000.0,
IncreaseDecreaseInRawMaterialsPackagingMaterialsAndSuppliesInventories,,0.0,,0.0,
DecreaseInRestrictedCash,,318000000.0,,,
ProceedsFromCollectionOfLoansReceivable,,0.0,,0.0,
ProceedsFromPaymentsToParentCompanyNet,,0.0,,0.0,
PaymentsToFundLongtermLoansToRelatedParties,,,95000000.0,,95000000.0
ProceedsFromCollectionOfLongtermLoansToRelatedParties,,,95000000.0,,95000000.0
IncreaseDecreaseInOtherCurrentAssets,,,,2000000.0,
IncreaseDecreaseInDeferredRevenue,,,,30000000.0,
CashAcquiredFromAcquisition,,,,0.0,
PaymentsToAcquireInterestInSubsidiariesAndAffiliates,,,,0.0,
ProceedsFromIssuanceOfPreferredLimitedPartnersUnits,,,,0.0,
PaymentsOfDebtIssuanceCosts,,,,0.0,6000000.0
