,2019q2,2018q4,2019q3,2019q1,2019q4
PartnersCapitalDistributionAmountPerShare,0.678,,,,
CumulativeEffectOfNewAccountingPrincipleInPeriodOfAdoption,30000000.0,30000000.0,31000000.0,30000000.0,-1000000.0
PartnersCapitalAccountSaleOfUnits,32000000.0,114000000.0,58000000.0,971000000.0,91000000.0
NetIncomeLossAttributableToPartners,172000000.0,99000000.0,358000000.0,186000000.0,575000000.0
PartnersCapitalAccountDistributions,180000000.0,444000000.0,148000000.0,259000000.0,186000000.0
PartnersCapitalOther,-4000000.0,,2000000.0,,5000000.0
PartnersCapital,2234000000.0,2500000000.0,2234000000.0,2509000000.0,2754000000.0
PartnersCapitalAccountUnitsSoldInPublicOffering,622032.0,2239247.0,834368.0,2532096.0,898313.0
PartnersCapitalAccountUnits,140403897.0,137871801.0,140403897.0,140403897.0,139212735.0
NetIncomeLossAttributableToPredecessors,,0.0,,107000000.0,
NetTransferFromParentCompany,,664000000.0,,95000000.0,
PartnersCapitalAccountContributions,,7000000.0,,7000000.0,
PartnersCapitalAccountExchangesAndConversions,,,,0.0,
PartnerDistributionOrCapitalContributionTransferBetweenEntitiesUnderCommonControlFairValueAdjustmentAssetsReceived,,,,1410000000.0,
OtherComprehensiveIncomeLossNetOfTax,,,,1000000.0,
PartnersCapitalAccountUnitsSoldInPrivatePlacement,,,,20123995.0,
EntitiesUnderCommonControlUnitsIssuedorIssuableforReceiptofTransferredAssets,,,,6201943.0,
DistributionMadeToLimitedPartnerDistributionsPaidPerUnit,,,,,0.855
StockIssuedDuringPeriodValueConversionOfUnits,,,,,-3000000.0
StockIssuedDuringPeriodSharesConversionOfUnits,,,,,98519949.0
