,2019q2,2018q4,2019q3,2019q1,2019q4
GeneralPartnersCapitalAccountUnitsIssued,2480051.0,2480051.0,2480051.0,2480051.0,0.0
GeneralPartnersCapitalAccountUnitsOutstanding,2480051.0,2480051.0,2480051.0,2480051.0,2480051.0
CashAndCashEquivalentsAtCarryingValue,1000000.0,185000000.0,1000000.0,1000000.0,655000000.0
AccountsReceivableNetCurrent,90000000.0,5000000.0,95000000.0,5000000.0,5000000.0
InventoryRawMaterialsAndSupplies,13000000.0,12000000.0,13000000.0,13000000.0,13000000.0
PrepaidExpenseAndOtherAssetsCurrent,20000000.0,10000000.0,20000000.0,20000000.0,5000000.0
AssetsCurrent,129000000.0,239000000.0,129000000.0,292000000.0,129000000.0
EquityMethodInvestments,2448000000.0,1932000000.0,2448000000.0,2448000000.0,2448000000.0
PropertyPlantAndEquipmentNet,3052000000.0,2999000000.0,3158000000.0,3052000000.0,3258000000.0
Goodwill,185000000.0,185000000.0,185000000.0,185000000.0,185000000.0
OtherAssetsNoncurrent,51000000.0,,49000000.0,,52000000.0
Assets,6353000000.0,5643000000.0,6544000000.0,5819000000.0,5819000000.0
AccountsPayableRelatedPartiesCurrent,21000000.0,21000000.0,22000000.0,21000000.0,
AccountsPayableCurrent,82000000.0,39000000.0,88000000.0,88000000.0,88000000.0
InterestPayableCurrent,32000000.0,32000000.0,36000000.0,36000000.0,36000000.0
ContractWithCustomerLiabilityCurrent,60000000.0,60000000.0,60000000.0,60000000.0,19000000.0
ShortTermBorrowings,15000000.0,0.0,150000000.0,50000000.0,50000000.0
TaxesPayableCurrent,9000000.0,24000000.0,9000000.0,9000000.0,9000000.0
OtherLiabilitiesCurrent,3000000.0,2000000.0,2000000.0,2000000.0,8000000.0
LiabilitiesCurrent,188000000.0,238000000.0,270000000.0,171000000.0,512000000.0
LongTermDebtNoncurrent,2998000000.0,2920000000.0,2998000000.0,2920000000.0,2998000000.0
LiabilitiesOfBusinessTransferredUnderContractualArrangementNoncurrent,341000000.0,,341000000.0,,340000000.0
OtherLiabilitiesNoncurrent,42000000.0,,96000000.0,,42000000.0
Liabilities,3310000000.0,3173000000.0,3310000000.0,3173000000.0,4436000000.0
GeneralPartnersCapitalAccount,-1313000000.0,-1345000000.0,-1310000000.0,-1313000000.0,0.0
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-1000000.0,-1000000.0,-1000000.0,-1000000.0,-1000000.0
PartnersCapital,2161000000.0,2161000000.0,2234000000.0,2161000000.0,2161000000.0
LiabilitiesAndStockholdersEquity,5819000000.0,5334000000.0,5819000000.0,5334000000.0,7190000000.0
AccountsReceivableRelatedPartiesCurrent,,83000000.0,,83000000.0,
DeferredRentReceivablesNetNoncurrentAndOtherAssets,,5000000.0,,5000000.0,
AssetRetirementObligationsAndAccruedEnvironmentalCost,,11000000.0,,12000000.0,
DeferredIncomeTaxLiabilitiesNet,,7000000.0,,5000000.0,
ContractWithCustomerLiabilityNoncurrent,,22000000.0,,23000000.0,
DueFromRelatedPartiesCurrent,,,,,97000000.0
DueToRelatedPartiesCurrent,,,,,22000000.0
