,2019q2,2018q4,2019q3,2019q1,2019q4
RevenueFromContractWithCustomerExcludingAssessedTax,381281000.0,,337089000.0,,
CostOfGoodsAndServicesSold,1371408000.0,1051386000.0,277729000.0,,
SellingGeneralAndAdministrativeExpense,419567000.0,93101000.0,92496000.0,,
AssetImpairmentCharges,2089000.0,,,,
Depreciation,12400000.0,8786000.0,3545000.0,,
DepreciationDepletionAndAmortization,12374000.0,,,,
GainLossOnSaleOfPropertyPlantEquipment,-52000.0,1358000.0,,,
CostsAndExpenses,1488939000.0,1380486000.0,320127000.0,,
OperatingIncomeLoss,-38991000.0,-13027000.0,-35646000.0,,
InterestExpense,3970000.0,10657000.0,3604000.0,,
OtherNonoperatingIncomeExpense,925000.0,93000.0,6000.0,,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,-8961000.0,-5094000.0,-42755000.0,,
IncomeTaxExpenseBenefit,504000.0,-594000.0,-3878000.0,,
NetIncomeLoss,-9369000.0,-10933000.0,-9369000.0,,
EarningsPerShareBasic,-2.36,-1.02,-1.02,,
EarningsPerShareDiluted,-2.36,-1.02,-1.02,,
WeightedAverageNumberOfSharesOutstandingBasic,22702000.0,22702000.0,22702000.0,,
WeightedAverageNumberOfDilutedSharesOutstanding,22702000.0,22702000.0,22702000.0,,
Revenues,,339115000.0,,,
IncomeLossFromContinuingOperationsIncludingPortionAttributableToNoncontrollingInterest,,,-18245000.0,,
IncomeLossFromDiscontinuedOperationsNetOfTax,,,15817000.0,,
IncomeLossFromContinuingOperationsPerBasicShare,,,-0.8,,
IncomeLossFromDiscontinuedOperationsNetOfTaxPerBasicShare,,,0.69,,
IncomeLossFromContinuingOperationsPerDilutedShare,,,-0.8,,
IncomeLossFromDiscontinuedOperationsNetOfTaxPerDilutedShare,,,0.7,,
