,2019q2,2018q4,2019q3,2019q1,2019q4
RevenueFromContractWithCustomerExcludingAssessedTax,3588619000.0,3328894000.0,3979869000.0,,11625628000.0
CostOfGoodsAndServicesSold,2522219000.0,2369148000.0,5545518000.0,,2766432000.0
SellingGeneralAndAdministrativeExpense,474819000.0,561577000.0,591970000.0,,561577000.0
InterestIncomeExpenseNet,2953000.0,-7290000.0,1896000.0,,4402000.0
CostsAndExpenses,3105955000.0,9372265000.0,6266310000.0,,10051956000.0
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,443653000.0,1503888000.0,517755000.0,,1573672000.0
IncomeTaxExpenseBenefit,105295000.0,358124000.0,257327000.0,,358124000.0
NetIncomeLoss,1117654000.0,1145764000.0,833863000.0,,1204795000.0
EarningsPerShareBasic,1.12,2.38,1.05,,3.35
EarningsPerShareDiluted,1.11,3.06,1.14,,3.06
WeightedAverageNumberOfSharesOutstandingBasic,392124000.0,379432000.0,371031000.0,,368102000.0
WeightedAverageNumberOfDilutedSharesOutstanding,377062000.0,382132000.0,362074000.0,,371061000.0
NumberOfStores,1745.0,1720.0,1772.0,,1720.0
CommonStockDividendsPerShareDeclared,,0.16,,,
