,2019q2,2018q4,2019q3,2019q1,2019q4
SalesRevenueNet,,8484000000.0,,,
CostOfGoodsSoldExcludingDepreciationDepletionAndAmortization,,4800000000.0,,,
SellingGeneralAndAdministrativeExpense,,300000000.0,,,
DepreciationAndAmortization,,298000000.0,,,
ResearchAndDevelopmentExpense,,71000000.0,,,
OtherNonrecurringIncomeExpense,,14000000.0,,,
OtherOperatingIncomeExpenseNet,,-3000000.0,,,
OperatingIncomeLoss,,2011000000.0,,,
InterestAndDebtExpense,,130000000.0,,,
NetpensionandOPEBcostbenefitexcludingservicecost,,10000000.0,,,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,,623000000.0,,,
IncomeTaxExpenseBenefit,,162000000.0,,,
IncomeLossFromContinuingOperationsIncludingPortionAttributableToNoncontrollingInterest,,1224000000.0,,,
IncomeLossFromEquityMethodInvestments,,13000000.0,,,
ProfitLoss,,1451000000.0,,,
NetIncomeLossAttributableToNoncontrollingInterest,,48000000.0,,,
NetIncomeLoss,,1403000000.0,,,
EarningsPerShareBasic,,4.24,,,
EarningsPerShareDiluted,,4.82,,,
WeightedAverageNumberOfSharesOutstandingBasic,,287800000.0,,,
WeightedAverageNumberOfDilutedSharesOutstanding,,288524000.0,,,
