,2019q2,2018q4,2019q3,2019q1,2019q4
NetIncomeLoss,,1403000000.0,,,
IncomeLossAttributableToNoncontrollingInterest,,-45000000.0,,,
ProfitLoss,,435000000.0,,,
OtherNoncashIncomeExpense,,-35000000.0,,,
DepreciationAndAmortization,,306000000.0,,,
DeferredIncomeTaxExpenseBenefit,,22000000.0,,,
ShareBasedCompensation,,40000000.0,,,
IncreaseDecreaseInAccountsReceivable,,83000000.0,,,
IncreaseDecreaseInInventories,,29000000.0,,,
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,,-3000000.0,,,
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,,11000000.0,,,
PensionContributions,,14000000.0,,,
IncreaseDecreaseInOtherOperatingCapitalNet,,36000000.0,,,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,2349000000.0,,,
PaymentsToAcquirePropertyPlantAndEquipment,,972000000.0,,,
PaymentsToAcquireBusinessesAndInterestInAffiliates,,6000000.0,,,
ProceedsFromSalesOfBusinessAffiliateAndProductiveAssets,,77000000.0,,,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,-968000000.0,,,
ProceedsFromRepaymentsOfShortTermDebt,,-353000000.0,,,
ProceedsFromIssuanceOfLongTermDebt,,11000000.0,,,
RepaymentsOfLongTermDebt,,160000000.0,,,
ProceedsFromIssuanceOfCommonStock,,90000000.0,,,
PaymentsForRepurchaseOfCommonStock,,11000000.0,,,
PaymentsOfDividendsCommonStock,,675000000.0,,,
ProceedsFromPaymentsForOtherFinancingActivities,,-33000000.0,,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,-1302000000.0,,,
EffectOfExchangeRateOnCashAndCashEquivalents,,29000000.0,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,,83000000.0,,,
CashAndCashEquivalentsAtCarryingValue,,524000000.0,,,
