,2019q2,2018q4,2019q3,2019q1,2019q4
ProfitLoss,-754473.0,,334.0,-114000.0,-60000.0
NetIncomeLoss,-374510.0,,-3470.0,-64161.0,-12187965.0
IncreaseDecreaseInOperatingCapital,3134.0,,0.0,,0.0
Depreciation,1972.0,,52.0,,400671.0
IncomeLossFromDiscontinuedOperationsNetOfTaxAttributableToNoncontrollingInterest,-103559.0,,-180287.0,,770.0
ProvisionForLoanAndLeaseLosses,8200608.0,,,39207197.0,25382742.0
DepreciationDepletionAndAmortization,4389.0,,103587.0,4268716.0,39641.0
IncreaseDecreaseInOtherAccountsPayableAndAccruedLiabilities,25000.0,,8000.0,-14000.0,8000.0
PropertyPlantAndEquipmentDisposals,0.0,,,,
DeferredIncomeTaxExpenseBenefit,-81157.0,,,,262195.0
AssetImpairmentCharges,23656.0,,,4560.0,0.0
AmortizationOfDeferredCharges,0.0,,100630.0,,114204.0
NoncashLeaseExpense,36634.0,,73267.0,,109901.0
EmployeeBenefitsAndShareBasedCompensationNoncash,2271493.0,,,838779.0,7859141.0
AdjustmentForAmortization,9051.0,,21663.0,,36357.0
OtherThanTemporaryImpairmentLossesInvestmentsPortionRecognizedInEarningsNet,50658.0,,,-321369.0,-339217.0
GainLossOnDispositionOfAssets1,-3217.0,,,0.0,-1906.0
StockOptionsAndWarrantsExpense,68937.0,,35344.0,,37326.0
GainsLossesOnExtinguishmentOfDebt,0.0,,78121.0,-89053.0,78121.0
ProvisionForLoanLeaseAndOtherLosses,-4716.0,,-7147.0,,-1698.0
IncreaseDecreaseInOperatingAssets,-1198332.0,,,-1066458.0,-761489.0
IncreaseDecreaseInOperatingLiabilities,-8025217.0,,,-96798.0,-3336855.0
AccretionExpense,-432578.0,,,,
ProvisionForDoubtfulAccounts,15854.0,,,86487.0,83030.0
CashEquivalentsAtCarryingValue,331000.0,,251000.0,435000.0,0.0
PaidInKindInterest,65894.0,,122071.0,,184737.0
GainLossOnCondemnation,-10167.0,,0.0,-566.0,0.0
IssuanceOfCommonStockForServices,226250.0,,,,
IncreaseDecreaseInAccountsReceivableRelatedParties,-12613.0,,,1168.0,-222.0
