,2019q2,2018q4,2019q3,2019q1,2019q4
RevenueFromContractWithCustomerExcludingAssessedTax,102403000.0,250190000.0,70467000.0,346419000.0,224450000.0
UnrealizedGainLossOnCommodityContracts,-21000.0,,-70000.0,22000.0,-10000.0
SellingGeneralAndAdministrativeExpense,18434000.0,57101000.0,38797000.0,105503000.0,54007000.0
DepreciationDepletionAndAmortization,12479000.0,14104000.0,26133000.0,59262000.0,13363000.0
CostsAndExpenses,86434000.0,172893000.0,78131000.0,420293000.0,249295000.0
OperatingIncomeLoss,15969000.0,340000.0,-8384000.0,-134447000.0,-24845000.0
InterestIncomeExpenseNonoperatingNet,-1891000.0,-13466000.0,-4527000.0,,-13126000.0
InterestIncomeNonoperating,575000.0,1129000.0,1064000.0,827000.0,560000.0
OtherNonoperatingIncomeExpense,-12000.0,4000.0,2764000.0,-566000.0,-193000.0
IncomeLossFromEquityMethodInvestments,-1468000.0,-2739000.0,-500000.0,-22000.0,-123000.0
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,10561000.0,-14621000.0,-13072000.0,-12385000.0,-25770000.0
IncomeTaxExpenseBenefit,88000.0,89000.0,126000.0,341000.0,194000.0
ProfitLoss,10473000.0,-14887000.0,-19919000.0,-81391000.0,-25964000.0
NetIncomeLossAttributableToNoncontrollingInterest,-1749000.0,-747000.0,-1711000.0,-5393000.0,-5301000.0
NetIncomeLossAvailableToCommonStockholdersBasic,12222000.0,-10652000.0,247000.0,-12153000.0,-4334000.0
EarningsPerShareBasic,-0.05,-0.06,-0.07,,
EarningsPerShareDiluted,-0.05,-0.05,-0.08,,
WeightedAverageNumberOfSharesOutstandingBasic,152194695.0,150927825.0,157432786.0,,
WeightedAverageNumberOfDilutedSharesOutstanding,156643092.0,150927825.0,204426459.0,,
InventoryWriteDown,,13158000.0,,13158000.0,
RestructuringCostsAndAssetImpairmentCharges,,60666000.0,,67934000.0,
GainsLossesOnExtinguishmentOfDebt,,0.0,,,
GainOrLossOnSaleOfStockInSubsidiary,,0.0,,4782000.0,
GainLossOnContributionOfSubsidiaryToJointVenture,,0.0,,-1163000.0,-1163000.0
InterestExpenseNonoperating,,,,29595000.0,
EquityMethodInvestmentRealizedGainLossOnDisposal,,,,0.0,
EarningsPerShareBasicAndDiluted,,,,-0.02,-0.1
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,,,,150430239.0,203469222.0
