,2019q2,2018q4,2019q3,2019q1,2019q4
ProfitLoss,56400000.0,163800000.0,52300000.0,230800000.0,52300000.0
CumulativeEffectOfNewAccountingPrincipleInPeriodOfAdoption,-172700000.0,,-172700000.0,,-172700000.0
OtherComprehensiveIncomeLossNetOfTax,-3200000.0,-34400000.0,-3200000.0,-50700000.0,-40800000.0
DividendsCommonStock,30600000.0,62800000.0,29600000.0,93900000.0,29600000.0
StockRepurchasedDuringPeriodShares,3000000.0,,9000000.0,,9000000.0
StockRepurchasedDuringPeriodValue,79900000.0,,79900000.0,59000000.0,152800000.0
StockIssuedDuringPeriodValueStockOptionsExercised,3600000.0,11200000.0,5500000.0,12100000.0,5700000.0
StockIssuedDuringPeriodSharesRestrictedStockAwardNetOfForfeitures,0.0,,0.0,,0.0
AdjustmentsRelatedToTaxWithholdingForShareBasedCompensation,2600000.0,1100000.0,500000.0,3500000.0,600000.0
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,4300000.0,6400000.0,4100000.0,9900000.0,4100000.0
StockholdersEquityNoteSpinoffTransactionNetTransfersFromParent,-32300000.0,74700000.0,-32300000.0,-59600000.0,38000000.0
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,3640200000.0,3485700000.0,2635100000.0,3485700000.0,2715600000.0
StockholdersEquityNoteSpinoffTransactionCashProvidedAtSeparationToParentCompany,,993600000.0,993600000.0,993600000.0,993600000.0
AdjustmentstoAdditionalPaidinCapitalSpinoffTransaction,,0.0,0.0,0.0,0.0
StockIssuedDuringPeriodValueNewIssues,,1800000.0,1800000.0,1800000.0,1800000.0
