,2019q2,2018q4,2019q3,2019q1,2019q4
IncomeLossFromEquityMethodInvestmentsNetOfDividendsOrDistributions,-13668.0,,,,
IncreaseDecreaseInPrepaidExpense,168.0,,-596.0,,138.0
IncreaseDecreaseInAccountsPayable,1250.0,,0.0,,2500.0
NetCashProvidedByUsedInOperatingActivities,-12250.0,,-1632.0,,-5000.0
NetCashProvidedByUsedInInvestingActivities,0.0,,0.0,,0.0
PaymentsToAcquireLoansReceivable,12250.0,,16862.0,,150.0
NetCashProvidedByUsedInFinancingActivities,12250.0,,18312.0,,8131.0
CashPeriodIncreaseDecrease,0.0,,0.0,,0.0
CashCashEquivalentsAndShortTermInvestments,0.0,,0.0,,0.0
Cash,0.0,,0.0,,0.0
InterestPaid,0.0,,0.0,,0.0
IncomeTaxesPaidNet,0.0,,0.0,,0.0
StockIssuedDuringPeriodValueConversionOfConvertibleSecurities,3500.0,,,,
ProfitLoss,,,-1445.0,,-7556.0
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,,,-187.0,,56.0
ProceedsFromSaleOfTreasuryStock,,,1450.0,,
PaymentsForRepurchaseOfCommonStock,,,3500.0,,
ProceedsFromStockPlans,,,,,7981.0
ProceedsFromIssuanceOfCommonStock,,,,,0.0
