,2019q2,2018q4,2019q3,2019q1,2019q4
OperatingLeasesIncomeStatementLeaseRevenue,316843000.0,870305000.0,312043000.0,1257867000.0,302985000.0
BusinessCombinationAcquisitionRelatedCosts,985000.0,810000.0,1970000.0,3632000.0,3169000.0
LitigationMergerandOtherNonRoutineCostsNetofInsuranceRecoveries,21740000.0,138595000.0,-3769000.0,290963000.0,138595000.0
CostOfOtherPropertyOperatingExpense,30565000.0,93894000.0,64881000.0,128717000.0,95703000.0
GeneralAndAdministrativeExpense,14846000.0,13221000.0,16287000.0,51927000.0,15186000.0
DepreciationDepletionandAmortizationExcludedAllocatedToOperatingExpenses,136555000.0,172383000.0,254577000.0,640618000.0,369688000.0
AssetImpairmentCharges,11988000.0,36082000.0,20296000.0,182820000.0,24240000.0
RestructuringCharges,0.0,,0.0,,783000.0
OperatingExpenses,240510000.0,738092000.0,357091000.0,1146418000.0,1355457000.0
InterestIncomeExpenseNet,-71254000.0,-69310000.0,-140745000.0,-317376000.0,-67889000.0
OtherNonoperatingIncomeExpense,7709000.0,1131000.0,9029000.0,14735000.0,2737000.0
IncomeLossfromEquityMethodInvestmentsandRealizedGainLossonDisposal,1065000.0,1644000.0,1005000.0,9783000.0,252000.0
GainLossOnSaleOfPropertiesNetOfApplicableIncomeTaxes,10831000.0,45295000.0,232586000.0,45524000.0,45295000.0
NonoperatingIncomeExpense,-60325000.0,-59841000.0,-57603000.0,-164237000.0,-126539000.0
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,30248000.0,59413000.0,365630000.0,58377000.0,-72801000.0
IncomeTaxExpenseBenefit,1212000.0,1185000.0,1164000.0,6882000.0,3543000.0
IncomeLossFromContinuingOperationsIncludingPortionAttributableToNoncontrollingInterest,70971000.0,-119597000.0,363255000.0,-76887000.0,-73942000.0
IncomeLossFromDiscontinuedOperationsNetOfTax,3501000.0,0.0,0.0,-19117000.0,0.0
ProfitLoss,32537000.0,32537000.0,292284000.0,27842000.0,70971000.0
NetIncomeLossAttributableToNoncontrollingInterest,-40000.0,-1825000.0,6626000.0,-4961000.0,-83000.0
NetIncomeLoss,31795000.0,-72117000.0,285658000.0,27883000.0,-115759000.0
IncomeLossFromContinuingOperationsPerBasicAndDilutedShare,0.05,-0.18,-0.08,-0.17,-0.18
DiscontinuedOperationIncomeLossFromDiscontinuedOperationNetOfTaxPerBasicAndDilutedShare,0.0,0.0,0.0,0.01,0.0
EarningsPerShareBasicAndDiluted,0.05,-0.17,0.33,-0.05,-0.09
IncomeLossFromContinuingOperationsPerOutstandingLimitedPartnershipAndGeneralPartnershipUnitBasicAndDiluted,0.01,-0.09,-0.08,-0.02,-0.76
IncomeLossFromDiscontinuedOperationsNetOfTaxPerOutstandingLimitedPartnershipAndGeneralPartnershipUnitBasicAndDiluted,0.0,0.0,0.0,0.01,0.0
NetIncomeLossPerOutstandingLimitedPartnershipAndGeneralPartnershipUnitBasicAndDiluted,0.01,0.0,0.33,0.0,-0.43
ManagementFeesAndReimbursementRevenue,,74299000.0,,,
Revenues,,935686000.0,,,
OperatingIncomeLoss,,73515000.0,,,
GainsLossesOnExtinguishmentOfDebt,,18691000.0,-1472000.0,5360000.0,90000.0
GainLossOnDerivativeInstrumentsNetPretax,,447000.0,,355000.0,
