,2019q2,2018q4,2019q3,2019q1,2019q4
StockIssuedDuringPeriodValueNewIssues,27544000.0,,27544000.0,702476000.0,886926000.0
StockRepurchasedDuringPeriodUnderStockRepurchaseProgramValue,44585000.0,5569000.0,44585000.0,50154000.0,61000.0
StockRepurchasedDuringPeriodValue,1595000.0,722000.0,488000.0,2326000.0,488000.0
StockIssuedDuringPeriodValueShareBasedCompensation,2872000.0,3948000.0,3883000.0,13314000.0,3144000.0
NoncontrollingInterestIncreaseFromContributions,64000.0,120000.0,64000.0,101000.0,120000.0
Dividends,133104000.0,133937000.0,133104000.0,535657000.0,146808000.0
MinorityInterestDecreaseFromDistributionsToNoncontrollingInterestHolders,136368000.0,136335000.0,136368000.0,13183000.0,136368000.0
DividendsShareBasedCompensation,1222000.0,,522000.0,1260000.0,44000.0
DividendsPreferredStock,17973000.0,17973000.0,17973000.0,71892000.0,17973000.0
ProfitLoss,32537000.0,16494000.0,363255000.0,32537000.0,-378274000.0
OtherComprehensiveIncomeLossNetOfTax,-732000.0,-732000.0,-6000.0,-559000.0,-6000.0
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,7232874000.0,7876505000.0,7232874000.0,8619533000.0,7352127000.0
StockIssuedDuringPeriodValueConversionOfUnits,,0.0,0.0,0.0,0.0
StockIssuedDuringPeriodSharesConversionOfUnits,,,0.0,,
StockIssuedDuringPeriodValueConversionOfConvertibleSecurities,,,0.0,,0.0
DistributionsPayableRelinquished,,,0.0,,0.0
LimitedPartnersCapitalAccountUnitsSurrendered,,,26537000.0,,26537000.0
NoncontrollingInterestDecreaseFromDeconsolidation,,,,838000.0,
StockRedeemedOrCalledDuringPeriodValue,,,,,100096000.0
