,2019q2,2018q4,2019q3,2019q1,2019q4
OperatingLeaseLeaseIncome,212580.0,,573939.0,,4131922.0
OperatingLeasesIncomeStatementLeaseRevenue,658374.0,929912.0,,,
TenantReimbursementsAndOtherRevenue,267069.0,,69550.0,,206754.0
Revenues,918144.0,247984.0,711333.0,,4643347.0
OperatingCostsAndExpenses,487562.0,119533.0,152376.0,,1973312.0
AssetManagementFees,15048.0,,22669.0,,60386.0
ReorganizationItems,1074421.0,110428.0,80728.0,,183119.0
RealEstateTaxesAndInsurance,228027.0,218056.0,85872.0,,218056.0
DepreciationDepletionAndAmortization,836448.0,552246.0,1753364.0,,2637593.0
GeneralAndAdministrativeExpense,133925.0,113089.0,9858.0,,157804.0
InterestIncomeExpenseNet,-283966.0,,,,
InterestExpense,147890.0,85393.0,302467.0,,405370.0
InvestmentIncomeInterestAndDividend,0.0,,141834.0,,321611.0
OperatingExpenses,2042577.0,1469681.0,589314.0,,1698741.0
LiquidationBasisOfAccountingRemeasurementGainLossOnAsset,0.0,0.0,,,
IncomeLossFromContinuingOperations,-895250.0,,-158405.0,,-292529.0
EquityInLossesOfUnconsolidatedEntities,-396979.0,,0.0,,-396979.0
NetIncomeLossAvailableToCommonStockholdersBasic,-209943.0,,,,
NoncontrollingInterestInNetIncomeLossLimitedPartnershipsNonredeemable,5400.0,0.0,,,
NetIncomeLoss,-1537566.0,-959054.0,-907815.0,,-1447359.0
EarningsPerShareBasicAndDiluted,-1.44,-0.4,-0.16,,-0.28
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,1069005.0,2384200.0,2448539.0,,2896327.0
TenantReimbursements,,64917.0,,,
OwnedPropertyManagementCosts,,13219.0,,,
IncomeLossFromContinuingOperationsIncludingPortionAttributableToNoncontrollingInterest,,10549.0,,,
EquityInEarningsOfUnconsolidatedJointVenture,,300190.0,,,
