,2019q2,2018q4,2019q3,2019q1,2019q4
OtherComprehensiveIncomeLossForeignCurrencyTransactionAndTranslationAdjustmentNetOfTax,-2183000.0,-9334000.0,-10459000.0,-5720000.0,-8427000.0
DividendsCommonStockCash,15950000.0,12761000.0,3177000.0,2930000.0,12806000.0
StockRepurchasedDuringPeriodValue,4084000.0,28863000.0,45414000.0,41330000.0,28863000.0
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,4933000.0,21365000.0,15713000.0,5402000.0,20774000.0
AdjustmentToAdditionalPaidInCapitalIncomeTaxEffectFromShareBasedCompensationNet,183000.0,5172000.0,183000.0,183000.0,
MinorityInterestDecreaseFromRedemptions,-157000.0,,687000.0,,157000.0
CumulativeEffectOfNewAccountingPrincipleInPeriodOfAdoption,33482000.0,,33482000.0,33482000.0,33482000.0
ProfitLoss,61766000.0,180160000.0,175300000.0,59952000.0,55723000.0
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,1066328000.0,1086419000.0,1066328000.0,1117379000.0,1248201000.0
CommonStockSharesOutstanding,64371000.0,64371000.0,64371000.0,64371000.0,63979000.0
OtherComprehensiveIncomeLossDerivativesQualifyingAsHedgesNetOfTax,,0.0,,,0.0
DividendsShareBasedCompensation,,0.0,0.0,,0.0
StockRepurchasedDuringPeriodShares,,600000.0,,,700000.0
StockIssuedDuringPeriodValueShareBasedCompensationGross,,0.0,,,0.0
NoncontrollingInterestIncreaseFromBusinessCombination,,157000.0,,,
StockIssuedDuringPeriodValueRestrictedStockUnitVested,,,0.0,,
RetainedEarningsAccumulatedDeficit,,,,633281000.0,
AdjustmentsRelatedToTaxWithholdingForShareBasedCompensation,,,,,8724000.0
