,2019q2,2018q4,2019q3,2019q1,2019q4
Revenues,3700856000.0,2984859000.0,3907270000.0,2984859000.0,3999374000.0
CostOfRevenue,2300579000.0,6898288000.0,5876271000.0,6257462000.0,8974190000.0
MarketingExpense,616578000.0,858083000.0,592007000.0,314447000.0,510330000.0
ResearchAndDevelopmentExpense,282310000.0,944969000.0,581405000.0,,890025000.0
GeneralAndAdministrativeExpense,201952000.0,933513000.0,151524000.0,112459000.0,168628000.0
OperatingIncomeLoss,446578000.0,1389459000.0,462213000.0,379793000.0,480668000.0
InterestExpense,135529000.0,60688000.0,287562000.0,420493000.0,448222000.0
NonoperatingIncomeExpense,76104000.0,9289000.0,68028000.0,30828000.0,7004000.0
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,399659000.0,116237000.0,728252000.0,1226458000.0,1107062000.0
IncomeTaxExpenseBenefit,9492000.0,-13353000.0,44287000.0,15216000.0,632952000.0
NetIncomeLoss,290124000.0,129590000.0,384349000.0,402835000.0,402835000.0
EarningsPerShareBasic,0.79,0.87,0.88,0.67,0.92
EarningsPerShareDiluted,0.76,0.89,1.36,0.89,2.83
WeightedAverageNumberOfSharesOutstandingBasic,434174000.0,435033000.0,437587000.0,431885000.0,438090000.0
WeightedAverageNumberOfDilutedSharesOutstanding,450359000.0,451283000.0,452063000.0,438652000.0,451896000.0
TechnologyandDevelopmentExpense,,,,186610000.0,
