,2019q2,2018q4,2019q3,2019q1,2019q4
CommonStockDividendsPerShareDeclared,0.07,0.07,,,0.0
TemporaryEquityIssuePeriodIncreaseOrDecrease,-5467000.0,,,,-6121000.0
ReclassificationsOfTemporaryToPermanentEquity,-835000.0,,,,-835000.0
TemporaryEquityForeignCurrencyTranslationAdjustments,194000.0,258000.0,,,-1739000.0
TemporaryEquityCarryingAmountIncludingPortionAttributableToNoncontrollingInterests,3859000.0,6349000.0,,,
TemporaryEquityNetIncome,-541000.0,-795000.0,,,-6848000.0
TemporaryEquityAccretionToRedemptionValue,1498000.0,,,,
RedeemableNoncontrollingInterestEquityCarryingAmount,6886000.0,,,,6886000.0
CumulativeEffectOfNewAccountingPrincipleInPeriodOfAdoption,-1746000.0,-1746000.0,,,-1746000.0
StockIssuedDuringPeriodValueShareBasedCompensation,4264000.0,1983000.0,,,824000.0
AdjustmentsToAdditionalPaidInCapitalIncreaseInCarryingAmountOfRedeemablePreferredStock,6121000.0,,,,6121000.0
MinorityInterestDecreaseFromRedemptions,-835000.0,,,,5612000.0
AdjustmentsToAdditionalPaidInCapitalEquityComponentOfConvertibleDebt,36778000.0,,,,36778000.0
AdjustmentsToAdditionalPaidInCapitalOther,-40393000.0,,,,-40393000.0
AdjustmentsToAdditionalPaidInCapitalWarrantIssued,30259000.0,,,,30259000.0
MinorityInterestDecreaseFromDistributionsToNoncontrollingInterestHolders,11000.0,13000.0,,,13000.0
PaymentsOfDividendsMinorityInterest,580000.0,0.0,,,331000.0
DividendsCommonStockCash,2465000.0,2465000.0,,,2465000.0
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentNetOfTaxPortionAttributableToNoncontrollingInterest,-52000.0,32000.0,,,11000.0
NetIncomeLossIncludingPortionAttributableToNonredeemableNoncontrollingInterest,-30856000.0,-32041000.0,,,-31797000.0
TemporaryEquityAccretionToRedemptionValueAdjustment,0.0,,,,
OtherComprehensiveIncomeLossNetOfTax,42183000.0,10070000.0,,,-41895000.0
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,877473000.0,1183093000.0,,,481162000.0
CommonStockSharesOutstanding,35526625.0,35798185.0,,,35918916.0
AdjustmentsToAdditionalPaidInCapitalEquityComponentOfConvertibleDebtSubsequentAdjustments,,,,,592000.0
