,2019q2,2018q4,2019q3,2019q1,2019q4
SalesRevenueNet,445331000.0,1369044000.0,,452548000.0,
AllocatedShareBasedCompensationExpense,3985000.0,11654000.0,5171000.0,4848000.0,4467000.0
CostOfGoodsAndServicesSold,294605000.0,1096716000.0,391390000.0,347853000.0,353864000.0
GrossProfit,93869000.0,254753000.0,147023000.0,340551000.0,216571000.0
SellingAndMarketingExpense,77214000.0,55312000.0,94416000.0,77214000.0,55312000.0
TechnologyExpense,35433000.0,97597000.0,68586000.0,132154000.0,101368000.0
GeneralAndAdministrativeExpense,40232000.0,116551000.0,72196000.0,45356000.0,104877000.0
OperatingExpenses,148263000.0,278672000.0,208819000.0,130024000.0,308497000.0
OperatingIncomeLoss,-36018000.0,-168762000.0,-66536000.0,-11875000.0,-47832000.0
InvestmentIncomeInterest,403000.0,1547000.0,630000.0,659000.0,449000.0
InterestExpense,127000.0,1370000.0,1269000.0,1468000.0,1370000.0
OtherNonoperatingIncomeExpense,-9000.0,-1489000.0,-9267000.0,-3488000.0,-14048000.0
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,-42014000.0,-170074000.0,-65943000.0,-219954000.0,-49398000.0
IncomeTaxExpenseBenefit,-277000.0,-5412000.0,-622000.0,64188000.0,23000.0
ProfitLoss,-42892000.0,-12369000.0,-120372000.0,11248000.0,-169629000.0
NetIncomeLossAttributableToNoncontrollingInterest,-3648000.0,-942000.0,-6593000.0,-379000.0,-10197000.0
NetIncomeLoss,-39244000.0,-163743000.0,-115820000.0,-206070000.0,-163743000.0
EarningsPerShareBasic,-1.74,-0.55,-2.2,-6.83,-1.55
WeightedAverageNumberOfSharesOutstandingBasic,32370000.0,29256000.0,28736000.0,25342000.0,29256000.0
EarningsPerShareDiluted,-1.74,-5.47,-1.85,-6.83,-2.74
WeightedAverageNumberOfDilutedSharesOutstanding,32370000.0,25003000.0,28903000.0,25426000.0,30279000.0
RevenueFromContractWithCustomerExcludingAssessedTax,,,928464000.0,,1369044000.0
GainLossRelatedToLitigationSettlement,,,,19520000.0,
