,2019q2,2018q4,2019q3,2019q1,2019q4
Revenues,,4787900000.0,,,
CostOfRevenue,,68414200000.0,,,
GrossProfit,,2237700000.0,,,
SellingGeneralAndAdministrativeExpense,,2672600000.0,,,
OperatingIncomeLoss,,79100000.0,,,
OtherNonoperatingIncome,,33800000.0,,,
OtherNonoperatingExpense,,147700000.0,,,
NonoperatingIncomeExpense,,-411200000.0,,,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,,1350600000.0,,,
IncomeTaxExpenseBenefit,,32100000.0,,,
ProfitLoss,,153500000.0,,,
NetIncomeLossAttributableToNoncontrollingInterest,,3300000.0,,,
NetIncomeLoss,,299600000.0,,,
WeightedAverageNumberOfSharesOutstandingBasic,,562900000.0,,,
WeightedAverageNumberOfDilutedSharesOutstanding,,566800000.0,,,
EarningsPerShareBasic,,1.47,,,
EarningsPerShareDiluted,,3.72,,,
