,2019q2,2018q4,2019q3,2019q1,2019q4
Revenues,2500000000.0,,5247000000.0,9390000000.0,8255000000.0
CostOfRevenue,1713000000.0,1776000000.0,3220000000.0,6096000000.0,4996000000.0
GrossProfit,1099000000.0,2988000000.0,1072000000.0,1072000000.0,1232000000.0
SellingGeneralAndAdministrativeExpense,501000000.0,1352000000.0,412000000.0,1462000000.0,439000000.0
ResearchDevelopmentAndEngineeringExpenses,249000000.0,728000000.0,484000000.0,993000000.0,728000000.0
AmortizationOfIntangibleAssets,29000000.0,68000000.0,22000000.0,94000000.0,27000000.0
OperatingIncomeLoss,420000000.0,442000000.0,794000000.0,1575000000.0,1159000000.0
IncomeLossFromEquityMethodInvestments,39000000.0,32000000.0,33000000.0,39000000.0,23000000.0
InvestmentIncomeInterest,7000000.0,7000000.0,5000000.0,32000000.0,4000000.0
InterestAndDebtExpense,52000000.0,140000000.0,54000000.0,159000000.0,55000000.0
ForeignCurrencyTransactionGainLossRealized,-622000000.0,,458000000.0,,
OtherNonoperatingIncomeExpense,-37000000.0,7000000.0,-35000000.0,-117000000.0,12000000.0
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,575000000.0,479000000.0,791000000.0,3692000000.0,1199000000.0
IncomeTaxExpenseBenefit,76000000.0,383000000.0,126000000.0,437000000.0,133000000.0
NetIncomeLoss,499000000.0,774000000.0,149000000.0,292000000.0,774000000.0
EarningsPerShareBasic,0.61,0.93,0.12,1.19,1.1
EarningsPerShareDiluted,0.55,0.39,0.78,3.23,0.82
RevenueFromContractWithCustomerExcludingAssessedTax,,8255000000.0,,,
ForeignCurrencyTransactionGainLossBeforeTax,,26000000.0,,-93000000.0,
CommonStockDividendsPerShareDeclared,,0.155,,0.54,
RestructuringSettlementAndImpairmentProvisions,,,,77000000.0,
RealignmentOfEquityInvestmentGainLoss,,,,2676000000.0,
UnrealizedGainLossOnDerivativesAndCommodityContracts,,,,,230000000.0
