,2019q2,2018q4,2019q3,2019q1,2019q4
NetIncomeLoss,-589000000.0,774000000.0,92000000.0,-1412000000.0,337000000.0
Depreciation,306000000.0,895000000.0,658000000.0,1131000000.0,1026000000.0
AmortizationOfIntangibleAssets,19000000.0,53000000.0,22000000.0,94000000.0,27000000.0
IncomeLossFromEquityMethodInvestments,39000000.0,31000000.0,70000000.0,31000000.0,23000000.0
DeferredIncomeTaxExpenseBenefit,16000000.0,53000000.0,-34000000.0,-308000000.0,53000000.0
ProceedsFromDepositsFromCustomers,276000000.0,691000000.0,576000000.0,185000000.0,2000000.0
ForeignCurrencyTransactionGainLossRealized,184000000.0,,458000000.0,,
ForeignCurrencyTransactionGainLossUnrealized,63000000.0,264000000.0,-38000000.0,-55000000.0,-52000000.0
IncreaseDecreaseInAccountsReceivable,36000000.0,197000000.0,201000000.0,106000000.0,197000000.0
IncreaseDecreaseInInventories,159000000.0,235000000.0,257000000.0,346000000.0,338000000.0
IncreaseDecreaseInOtherCurrentAssets,92000000.0,36000000.0,30000000.0,-18000000.0,36000000.0
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,-162000000.0,94000000.0,-365000000.0,259000000.0,94000000.0
IncreaseDecreaseInOtherOperatingCapitalNet,33000000.0,119000000.0,103000000.0,-16000000.0,-12000000.0
NetCashProvidedByUsedInOperatingActivities,320000000.0,1116000000.0,1035000000.0,2919000000.0,1978000000.0
PaymentsForProceedsFromProductiveAssets,655000000.0,1629000000.0,1177000000.0,2242000000.0,1629000000.0
ProceedsFromDerivativeInstrumentInvestingActivities,13000000.0,62000000.0,36000000.0,108000000.0,50000000.0
PaymentsForProceedsFromOtherInvestingActivities,-21000000.0,-1000000.0,16000000.0,-5000000.0,28000000.0
NetCashProvidedByUsedInInvestingActivities,-483000000.0,-1218000000.0,-1034000000.0,3662000000.0,-2266000000.0
ProceedsFromStockOptionsExercised,23000000.0,74000000.0,43000000.0,81000000.0,74000000.0
PaymentsForRepurchaseOfCommonStock,257000000.0,1880000000.0,407000000.0,4227000000.0,708000000.0
PaymentsOfOrdinaryDividends,177000000.0,493000000.0,362000000.0,685000000.0,517000000.0
ProceedsFromPaymentsForOtherFinancingActivities,-3000000.0,,-11000000.0,-6000000.0,37000000.0
NetCashProvidedByUsedInFinancingActivities,-393000000.0,-2116000000.0,-262000000.0,-1624000000.0,-2116000000.0
EffectOfExchangeRateOnCashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents,62000000.0,,4000000.0,,-30000000.0
CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsPeriodIncreaseDecreaseIncludingExchangeRateEffect,-1221000000.0,,-2294000000.0,,-1384000000.0
CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents,4317000000.0,,2023000000.0,,971000000.0
EquityMethodInvestmentDividendsOrDistributions,,106000000.0,,85000000.0,106000000.0
ForeignCurrencyTransactionGainLossBeforeTax,,66000000.0,,-448000000.0,
PaymentsToAcquirePropertyPlantAndEquipmentFromRelatedParty,,63000000.0,,,9000000.0
PaymentsToAcquireBusinessesNetOfCashAcquired,,171000000.0,794000000.0,333000000.0,804000000.0
ProceedsFromSettlementOfInitialContingentConsiderationAsset,,196000000.0,196000000.0,196000000.0,196000000.0
ProceedsFromRepaymentsOfShortTermDebtMaturingInMoreThanThreeMonths,,-375000000.0,-375000000.0,-85000000.0,-375000000.0
ProceedsFromIssuanceOfUnsecuredDebt,,596000000.0,596000000.0,700000000.0,596000000.0
RepaymentsOfLongTermCapitalLeaseObligations,,2000000.0,,,
PaymentsRelatedToTaxWithholdingForShareBasedCompensation,,12000000.0,,16000000.0,
EffectOfExchangeRateOnCashAndCashEquivalentsContinuingOperations,,271000000.0,,-86000000.0,
CashAndCashEquivalentsPeriodIncreaseDecrease,,-2414000000.0,,-974000000.0,
CashAndCashEquivalentsAtCarryingValue,,5291000000.0,,4317000000.0,
ProceedsFromIssuanceOfCommercialPaper,,,446000000.0,,
RestructuringSettlementAndImpairmentProvisions,,,,77000000.0,
RealignmentOfEquityInvestmentGainLoss,,,,2676000000.0,
ProceedsFromDivestitureOfBusinesses,,,,14000000.0,
RealignmentOfEquityInvestmentCashReceived,,,,4818000000.0,
PaymentsForProceedsFromBusinessesAndInterestInAffiliates,,,,68000000.0,
PaymentsToAcquireShortTermInvestments,,,,20000000.0,
ProceedsFromSaleOfShortTermInvestments,,,,29000000.0,
RepaymentsOfCommercialPaper,,,,481000000.0,
UnrealizedGainLossOnDerivativesAndCommodityContracts,,,,,66000000.0
ProceedsFromSaleOfProductiveAssetsToRelatedParties,,,,,62000000.0
