,2019q2,2018q4,2019q3,2019q1,2019q4
ProfitLoss,43336000.0,,-499330000.0,-433040000.0,51167000.0
CumulativeEffectOfNewAccountingPrincipleInPeriodOfAdoption,128908000.0,,128908000.0,,128908000.0
StockIssuedDuringPeriodValueRestrictedStockAwardNetOfForfeitures,5000.0,,8000.0,-797000.0,192000.0
StockIssuedDuringPeriodValueShareBasedCompensation,2684000.0,,3039000.0,10583000.0,456000.0
MinorityInterestDecreaseFromDistributionsToNoncontrollingInterestHolders,3684000.0,,3684000.0,46151000.0,10381000.0
StockIssuedDuringPeriodValueOther,-25000.0,,-646000.0,623000.0,-571000.0
OtherComprehensiveIncomeLossNetOfTax,2318000.0,,-12533000.0,57272000.0,-18617000.0
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,-11560342000.0,,-11344344000.0,-11560342000.0,-11344344000.0
StockIssuedDuringPeriodValueReorganization,,,-13199000.0,,-13199000.0
StockIssuedDuringPeriodValueReorganizationItems,,,307813000.0,,307813000.0
StockIssuedDuringPeriodValueSharebasedCompensationDiscontinuedOperationsNetofForfeitures,,,2449000.0,,6757000.0
TemporaryEquityEliminationAsPartofReorganization,,,403000.0,,403000.0
StockIssuedDuringPeriodValueNewIssues,,,2751414000.0,,2751414000.0
MinorityInterestDecreaseFromRedemptions,,,,0.0,
NoncontrollingInterestDecreaseFromDeconsolidation,,,,2439000.0,
StockIssuedDuringPeriodValueRestrictedStockAwardGross,,,,,-2035000.0
StockIssuedDuringPeriodValueShareBasedCompensationForfeited,,,,,0.0
StockIssuedDuringPeriodValueConversionOfConvertibleSecurities,,,,,0.0
