,2019q2,2018q4,2019q3,2019q1,2019q4
Revenues,1381899000.0,2558629000.0,635646000.0,1713161000.0,2585028000.0
DirectOperatingCosts,265684000.0,623741000.0,263752000.0,636641000.0,268606000.0
SellingGeneralAndAdministrativeExpense,455723000.0,986654000.0,674292000.0,1356108000.0,568493000.0
OtherGeneralAndAdministrativeExpense,74700000.0,134293000.0,105376000.0,188937000.0,70044000.0
DepreciationDepletionAndAmortization,38040000.0,443650000.0,64877000.0,111125000.0,154651000.0
AssetImpairmentCharges,0.0,40922000.0,91382000.0,0.0,33150000.0
OtherOperatingIncomeExpenseNet,-3286000.0,-1637000.0,-4450000.0,-9260000.0,-2462000.0
OperatingIncomeLoss,28260000.0,593296000.0,47891000.0,307870000.0,186844000.0
InterestExpense,418397000.0,470250000.0,,455337000.0,
GainLossOnInvestments,-9961000.0,,-10237000.0,,186000.0
IncomeLossFromEquityMethodInvestments,-32000.0,-2238000.0,-24000.0,-140000.0,-30000.0
GainsLossesOnExtinguishmentOfDebt,100000.0,,,100000.0,
NonoperatingIncomeExpense,-20060000.0,-6182000.0,-2058000.0,1647000.0,-12457000.0
ReorganizationItems,36118000.0,0.0,-260795000.0,0.0,0.0
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,-453622000.0,-246780000.0,9546326000.0,-156288000.0,132147000.0
IncomeTaxExpenseBenefit,-3431000.0,2051000.0,142032000.0,46351000.0,32761000.0
ProfitLoss,-433040000.0,-196321000.0,-66290000.0,-458711000.0,12374000.0
NetIncomeLossAttributableToNoncontrollingInterest,-21218000.0,-10732000.0,-12437000.0,55484000.0,0.0
NetIncomeLoss,-114383000.0,-250490000.0,-486893000.0,418742000.0,70078000.0
OtherComprehensiveIncomeLossForeignCurrencyTransactionAndTranslationAdjustmentNetOfTax,6561000.0,12408000.0,-1175000.0,22932000.0,-7509000.0
OtherComprehensiveIncomeLossNetOfTax,6561000.0,-18617000.0,-19094000.0,-14460000.0,-6084000.0
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,-112065000.0,63994000.0,11295031000.0,-216370000.0,-435432000.0
ComprehensiveIncomeNetOfTaxAttributableToNoncontrollingInterest,3572000.0,4161000.0,0.0,-8713000.0,-5212000.0
ComprehensiveIncomeNetOfTax,-115637000.0,-779446000.0,-495809000.0,-242997000.0,69206000.0
EarningsPerShareBasic,-4.89,0.82,-5.71,-2.94,0.82
WeightedAverageNumberOfSharesOutstandingBasic,85215000.0,85072000.0,86241000.0,84569000.0,85544000.0
EarningsPerShareDiluted,-4.89,-9.62,-0.82,-2.36,-4.88
WeightedAverageNumberOfDilutedSharesOutstanding,85215000.0,85072000.0,85652000.0,84967000.0,85622000.0
OtherComprehensiveIncomeUnrealizedHoldingGainLossOnSecuritiesArisingDuringPeriodNetOfTax,,-218000.0,,,
OtherComprehensiveIncomeLossReclassificationAdjustmentFromAOCIForSaleOfSecuritiesNetOfTax,,-1425000.0,,-2962000.0,-1425000.0
InterestIncomeExpenseNonoperatingNet,,,-69711000.0,,499000.0
IncomeLossFromContinuingOperationsIncludingPortionAttributableToNoncontrollingInterest,,,-33061000.0,,121274000.0
IncomeLossFromDiscontinuedOperationsNetOfTaxAttributableToReportingEntity,,,-33229000.0,,0.0
IncomeLossFromContinuingOperationsPerBasicShare,,,110.28,,0.08
DiscontinuedOperationIncomeLossFromDiscontinuedOperationNetOfTaxPerBasicShare,,,0.0,,-2.3
IncomeLossFromContinuingOperationsPerDilutedShare,,,-0.39,,109.92
DiscontinuedOperationIncomeLossFromDiscontinuedOperationNetOfTaxPerDilutedShare,,,19.76,,0.0
OtherComprehensiveIncomeOtherNetOfTax,,,,-1498000.0,
