,2019q2,2018q4,2019q3,2019q1,2019q4
NetIncomeLoss,,,,,29173000.0
DepreciationAmortizationAndAccretionNet,,,,,3299000.0
ProvisionForLoanLossesExpensed,,,,,10550000.0
AmortizationOfDebtDiscountPremium,,,,,4134000.0
ShareBasedCompensation,,,,,4513000.0
GainLossOnDispositionOfAssets,,,,,4000.0
GainLossOnSalesOfLoansNet,,,,,25000.0
DeferredIncomeTaxExpenseBenefit,,,,,2088000.0
BankOwnedLifeInsuranceIncome,,,,,1416000.0
DebtAndEquitySecuritiesRealizedGainLoss,,,,,608000.0
ImpairmentOfLongLivedAssetsToBeDisposedOf,,,,,171000.0
DividendsOnFederalHomeLoanBankStock,,,,,713000.0
StockDividendsOnMutualFund,,,,,34000.0
IncreaseDecreaseInAccruedInterestReceivableNet,,,,,1817000.0
IncreaseDecreaseInOtherOperatingAssets,,,,,7795000.0
IncreaseDecreaseInOtherOperatingLiabilities,,,,,13261000.0
NetCashProvidedByUsedInOperatingActivities,,,,,54670000.0
PaymentsForProceedsFromLoansAndLeases,,,,,576897000.0
PaymentsToAcquireAvailableForSaleSecuritiesDebt,,,,,157492000.0
PaymentsToAcquireAvailableForSaleSecurities,,,,,198214000.0
ProceedsFromMaturitiesPrepaymentsAndCallsOfAvailableForSaleSecurities,,,,,35755000.0
ProceedsFromSaleOfAvailableForSaleSecuritiesDebt,,,,,63515000.0
PaymentsToAcquirePropertyPlantAndEquipment,,,,,41268000.0
PaymentsToAcquireRestrictedInvestments,,,,,1673000.0
ProceedsFromSaleOfPropertyPlantAndEquipment,,,,,3324000.0
ProceedsFromSaleOfRestrictedInvestments,,,,,941000.0
NetCashProvidedByUsedInInvestingActivities,,,,,-794736000.0
IncreaseDecreaseInDemandDepositsSavingsNOWandMoneyMarketAccounts,,,,,237934000.0
IncreaseDecreaseInTimeDeposits,,,,,212077000.0
IncreaseDecreaseInFederalFundsPurchasedAndSecuritiesSoldUnderAgreementsToRepurchaseNet,,,,,77479000.0
IncreaseDecreaseInFederalFundsSold,,,,,55000000.0
ProceedsFromLinesOfCredit,,,,,0.0
RepaymentsOfLinesOfCredit,,,,,0.0
ProceedsFromFederalHomeLoanBankBorrowings,,,,,45000000.0
RepaymentsOfFederalHomeLoanBankBorrowings,,,,,50181000.0
ProceedsFromRepaymentsOfFHLBankBorrowings,,,,,0.0
PaymentsForRepurchaseOfPreferredStockAndPreferenceStock,,,,,30000000.0
ProceedsFromIssuanceOfCommonStock,,,,,88390000.0
ProceedsFromStockPlans,,,,,367000.0
PaymentsForRepurchaseOfCommonStock,,,,,3790000.0
PaymentsRelatedToTaxWithholdingForShareBasedCompensation,,,,,1651000.0
IncreaseDecreaseInEmployeeReceivables,,,,,72000.0
PaymentsOfDividendsPreferredStockAndPreferenceStock,,,,,700000.0
NetCashProvidedByUsedInFinancingActivities,,,,,477188000.0
CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsPeriodIncreaseDecreaseIncludingExchangeRateEffect,,,,,-88415000.0
CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents,,,,,130820000.0
InterestPaidNet,,,,,54998000.0
IncomeTaxesPaidNet,,,,,1030000.0
ForeclosedAssetsInSettlementOfLoans,,,,,2471000.0
DividendsPayableCurrentAndNoncurrent,,,,,525000.0
