,2019q2,2018q4,2019q3,2019q1,2019q4
RevenueFromContractWithCustomerIncludingAssessedTax,35700000.0,,49300000.0,,154000000.0
CostOfGoodsAndServicesSold,44200000.0,,59100000.0,,128300000.0
GrossProfit,-9700000.0,11300000.0,-16000000.0,,-8200000.0
ResearchAndDevelopmentExpense,15700000.0,5800000.0,11700000.0,,13000000.0
SellingGeneralAndAdministrativeExpense,9700000.0,11000000.0,9700000.0,,24500000.0
AmortizationOfIntangibleAssets,1700000.0,2500000.0,1200000.0,,4500000.0
RestructuringCharges,2400000.0,600000.0,-3000000.0,,-2200000.0
OtherOperatingIncome,400000.0,0.0,100000.0,,700000.0
OperatingIncomeLoss,-26300000.0,-8500000.0,-27400000.0,,-13000000.0
GainsLossesOnExtinguishmentOfDebt,500000.0,0.0,,,
NetPeriodicDefinedBenefitsExpenseReversalOfExpenseExcludingServiceCostComponent,-100000.0,,-3300000.0,,-1600000.0
InterestExpenseDebt,1000000.0,700000.0,1000000.0,,3000000.0
InvestmentIncomeInterest,300000.0,400000.0,1400000.0,,1900000.0
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,-25100000.0,-7800000.0,-15600000.0,,22800000.0
IncomeTaxExpenseBenefit,-100000.0,-200000.0,0.0,,0.0
NetIncomeLoss,-20900000.0,-8500000.0,-36500000.0,,-15600000.0
PreferredStockDividendsIncomeStatementImpact,1900000.0,5900000.0,2000000.0,,1900000.0
NetIncomeLossAvailableToCommonStockholdersBasic,-24400000.0,-10500000.0,-28100000.0,,-19600000.0
EarningsPerShareBasicAndDiluted,-2.97,-1.06,-3.08,,
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,9103000.0,9118000.0,9565000.0,,
WeightedAverageNumberOfDilutedSharesOutstanding,9103000.0,9118000.0,9118000.0,,9626000.0
SalesRevenueGoodsNet,,83100000.0,,,
ContractsRevenue,,26100000.0,,,
Revenues,,109200000.0,,,
CostOfGoodsSold,,32700000.0,,,
ContractRevenueCost,,6300000.0,,,
CostOfRevenue,,97800000.0,,,
OtherNonoperatingIncomeExpense,,4900000.0,,,
RevenueFromContractWithCustomerExcludingAssessedTax,,,49300000.0,,154000000.0
EarningsPerShareBasic,,,,,-1.06
EarningsPerShareDiluted,,,,,2.17
WeightedAverageNumberOfSharesOutstandingBasic,,,,,9118000.0
