,2019q2,2018q4,2019q3,2019q1,2019q4
RevenueFromContractWithCustomerExcludingAssessedTax,914755000.0,298916000.0,1201842000.0,618581000.0,316654000.0
CostOfGoodsAndServicesSold,242485000.0,235455000.0,981589000.0,258189000.0,235455000.0
GrossProfit,67911000.0,81199000.0,318780000.0,83939000.0,81199000.0
SellingGeneralAndAdministrativeExpense,29875000.0,31299000.0,149811000.0,36319000.0,39455000.0
FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisLiabilityGainLossIncludedInEarnings,-1514000.0,,16180000.0,-993000.0,-63000.0
OperatingIncomeLoss,37515000.0,44176000.0,171548000.0,47115000.0,49120000.0
OtherNonoperatingIncomeExpense,3682000.0,508000.0,4618000.0,2353000.0,1314000.0
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,151285000.0,44684000.0,175516000.0,112628000.0,50434000.0
IncomeTaxExpenseBenefit,27474000.0,11406000.0,44993000.0,25693000.0,11406000.0
NetIncomeLoss,47907000.0,29386000.0,39028000.0,75306000.0,39028000.0
EarningsPerShareBasic,1.01,,5.48,1.67,
EarningsPerShareDiluted,4.26,,1.07,3.15,
WeightedAverageNumberOfSharesOutstandingBasic,27399000.0,27424000.0,27403000.0,27396000.0,27442000.0
WeightedAverageNumberOfDilutedSharesOutstanding,27543000.0,27514000.0,27537000.0,27540000.0,27514000.0
EarningsPerShareBasicAndDiluted,,1.07,,,1.48
CommonStockDividendsPerShareCashPaid,,0.6,,0.6,
RestructuringSettlementAndImpairmentProvisions,,,1643000.0,,0.0
OtherNonrecurringExpense,,,17635000.0,,
