,2019q2,2018q4,2019q3,2019q1,2019q4
CommonStockDividendsPerShareDeclared,0.28,0.26,0.275,1.105,0.275
CumulativeEffectOfNewAccountingPrincipleInPeriodOfAdoption,-1974000.0,,-1974000.0,,-1974000.0
PartnersCapitalAccountDistributions,83479000.0,83584000.0,83827000.0,322475000.0,83825000.0
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,2641000.0,2738000.0,3353000.0,9378000.0,3473000.0
OtherComprehensiveIncomeLossNetOfTax,4687000.0,2910000.0,-23860000.0,-8238000.0,-29180000.0
StockIssuedDuringPeriodValueNewIssues,1000.0,1000.0,1000.0,211000.0,1000.0
StockRepurchasedDuringPeriodValue,29765000.0,3500000.0,3500000.0,5872000.0,3500000.0
AdjustmentsRelatedToTaxWithholdingForShareBasedCompensation,1722000.0,9000.0,164000.0,1878000.0,164000.0
IncomeLossAttributableToParent,61022000.0,,131860000.0,,147346000.0
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,2792771000.0,2874262000.0,2908348000.0,2920302000.0,2908348000.0
ProfitLoss,,230473000.0,,366284000.0,
MinorityInterestDecreaseFromDistributionsToNoncontrollingInterestHolders,,,,2403000.0,
DividendsPreferredStockincludingNoncontrollingInterest,,,,1289000.0,
ConversionOfStockAmountIssued1,,,,0.0,
