,2019q2,2018q4,2019q3,2019q1,2019q4
CommonStockDividendsPerShareDeclared,0.03,,0.06,0.03,0.09
CommonStockDividendsPerShareCashPaid,0.03,,0.03,0.03,0.03
NetIncomeLoss,2207000.0,4975000.0,4286000.0,3992000.0,6796000.0
StockRepurchasedAndRetiredDuringPeriodValue,2826000.0,5647000.0,1021000.0,16549000.0,2150000.0
OtherComprehensiveIncomeLossNetOfTaxPortionAttributableToParent,1603000.0,-283000.0,1781000.0,-2329000.0,4059000.0
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,283000.0,788000.0,259000.0,977000.0,251000.0
AmortizationOfESOPAward,207000.0,605000.0,420000.0,763000.0,636000.0
DividendsCash,331000.0,,328000.0,335000.0,986000.0
CommonStockSharesOutstanding,10992181.0,11785507.0,11170018.0,11902146.0,10800932.0
StockholdersEquity,173407000.0,176892000.0,177045000.0,172264000.0,177045000.0
StockIssuedDuringPeriodValueRestrictedStockAwardNetOfForfeitures,,0.0,,0.0,
StockIssuedDuringPeriodValueRestrictedStockAwardForfeitures,,282000.0,0.0,282000.0,0.0
TaxCutsAndJobsActOf2017ReclassificationFromAOCIToRetainedEarningsTaxEffect,,,,0.0,
StockIssuedDuringPeriodValueRestrictedStockAwardRetiredToCoverTaxes,,,,,266000.0
