,2019q2,2018q4,2019q3,2019q1,2019q4
RegulatedOperatingRevenueElectricNonNuclear,,,1822000000.0,,1271000000.0
RegulatedOperatingRevenueGas,,,121000000.0,,391000000.0
RegulatedOperatingRevenue,,,1898000000.0,,2398000000.0
UnregulatedOperatingRevenue,,,718000000.0,,1078000000.0
RegulatedAndUnregulatedOperatingRevenue,,,4711000000.0,,7886000000.0
OtherCostAndExpenseOperating,,,1670000000.0,,2275000000.0
DepreciationAndAmortization,,,377000000.0,,1174000000.0
TaxesOther,,,221000000.0,,131000000.0
UtilitiesOperatingExpensePurchasedPower,,,597000000.0,,934000000.0
UtilitiesOperatingExpenseGasAndPetroleumPurchased,,,439000000.0,,101000000.0
UtilitiesOperatingExpenseMaintenanceAndOperations,,,562000000.0,,1160000000.0
UtilitiesOperatingExpenseDepreciationAndAmortization,,,189000000.0,,141000000.0
UtilitiesOperatingExpenseTaxes,,,73000000.0,,85000000.0
OtherAssetImpairmentCharges,,,0.0,,0.0
UtilitiesOperatingExpense,,,747000000.0,,762000000.0
OperatingIncomeLoss,,,347000000.0,,352000000.0
GainLossOnDispositionOfAssets1,,,0.0,,0.0
NonoperatingIncomeExpense,,,41000000.0,,60000000.0
InvestmentIncomeInterest,,,1000000.0,,3000000.0
InterestExpense,,,102000000.0,,656000000.0
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,,,341000000.0,,320000000.0
IncomeTaxExpenseBenefit,,,82000000.0,,-221000000.0
IncomeLossFromEquityInvestments,,,-4000000.0,,266000000.0
IncomeLossFromContinuingOperationsIncludingPortionAttributableToNoncontrollingInterest,,,-255000000.0,,25000000.0
IncomeLossFromDiscontinuedOperationsNetOfTax,,,78000000.0,,256000000.0
ProfitLoss,,,259000000.0,,216000000.0
DividendsPreferredStock,,,1000000.0,,1000000.0
NetIncomeLossAttributableToNoncontrollingInterest,,,-1000000.0,,7000000.0
PreferredStockDividendsIncomeStatementImpact,,,35000000.0,,107000000.0
PreferredStockDividendsAndOtherAdjustments,,,1000000.0,,1000000.0
NetIncomeLossAvailableToCommonStockholdersBasic,,,30000000.0,,263000000.0
IncomeLossFromContinuingOperationsPerBasicShare,,,2.82,,4.86
DiscontinuedOperationIncomeLossFromDiscontinuedOperationNetOfTaxPerBasicShare,,,0.26,,0.44
EarningsPerShareBasic,,,-2.11,,0.23
WeightedAverageNumberOfSharesOutstandingBasic,,,274831000.0,,273944000.0
IncomeLossFromContinuingOperationsPerDilutedShare,,,2.78,,0.82
DiscontinuedOperationIncomeLossFromDiscontinuedOperationNetOfTaxPerDilutedShare,,,0.18,,0.95
EarningsPerShareDiluted,,,2.85,,2.84
WeightedAverageNumberOfDilutedSharesOutstanding,,,261906000.0,,295789000.0
