,2019q2,2018q4,2019q3,2019q1,2019q4
NetIncomeLoss,-10155000.0,,-3222000.0,,-34659000.0
Depreciation,184000.0,,341000.0,,508000.0
ShareBasedCompensation,813000.0,,1637000.0,,2733000.0
IncreaseDecreaseInAccountsReceivable,-251000.0,,,,
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,-127000.0,,-677000.0,,-991000.0
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,1992000.0,,1192000.0,,
NetCashProvidedByUsedInOperatingActivities,-5678000.0,,-16959000.0,,-25173000.0
PaymentsToAcquireMachineryAndEquipment,292000.0,,400000.0,,434000.0
NetCashProvidedByUsedInInvestingActivities,-64000.0,,-749000.0,,-434000.0
PaymentsRelatedToTaxWithholdingForShareBasedCompensation,69000.0,,191000.0,,320000.0
NetCashProvidedByUsedInFinancingActivities,5538000.0,,10537000.0,,14994000.0
CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsPeriodIncreaseDecreaseIncludingExchangeRateEffect,-41000.0,,-6822000.0,,-10613000.0
CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents,51018000.0,,53353000.0,,29316000.0
IssuanceOfStockAndWarrantsForServicesOrClaims,,,0.0,,0.0
DiscountOnRevenueFromIssuanceOfWarrant,,,1080000.0,,0.0
ContractWithCustomerLiabilityRevenueRecognized,,,0.0,,0.0
